antecedentes,consequências,confiança,lift,convicção
"Julho,adulto entre 35 e 53 anos",Condutor,0.919793966151582,1.025997788519312,1.2905852039192791
"jovem adulto entre 18 e 35 anos,Julho",Condutor,0.8920134983127109,0.9950096546375808,0.9585709225915354
"Masculino,Junho",Condutor,0.9411373461922182,1.0498055775754223,1.7585466140864425
"Junho,Condutor",Masculino,0.8777915632754343,1.0540446362711364,1.3682848123565639
"Junho,Não Guardar Distância De Segurança",Condutor,0.9593613933236574,1.0701338605853228,2.547152302100854
"Junho,Segunda-feira",Condutor,0.9285714285714285,1.035788738844039,1.4491780876974376
"Junho,Sem Vítimas",Condutor,0.9886251236399605,1.1027765215433796,9.100118302249163
"Junho,Sexta-feira",Condutor,0.8929824561403508,0.9960904929828099,0.9672500116950111
"Simples,Junho",Condutor,0.8450797872340425,0.9426567521987945,0.6681679472400209
"Sábado,Junho",Condutor,0.8818342151675486,0.9836550226439118,0.875995709727557
"adulto entre 35 e 53 anos,Junho",Condutor,0.9292307692307692,1.0365242101378929,1.4626797468995885
"jovem adulto entre 18 e 35 anos,Junho",Condutor,0.8955555555555554,0.9989606947962508,0.9910792393067582
"Masculino,Maio",Condutor,0.9413258110014106,1.0500158034353004,1.7641951651399148
"Maio,Condutor",Masculino,0.8674291655835716,1.0416015573410315,1.2613328463092164
"Múltipla,Maio",Condutor,0.9680451127819549,1.0798202439365994,3.2393392548531037
"Maio,Não Guardar Distância De Segurança",Condutor,0.9776609724047306,1.0905463968259892,4.633716490494749
"Maio,Segunda-feira",Condutor,0.9218749999999999,1.0283191085158367,1.324962823037657
"Maio,Sem Vítimas",Condutor,0.9888490641178814,1.1030263192628278,9.282872903592612
"Maio,Sexta-feira",Condutor,0.9227895392278954,1.029339244828821,1.3406566871210184
"Simples,Maio",Condutor,0.8476744186046512,0.9455509721504708,0.6795491578079597
"Sábado,Maio",Condutor,0.8940809968847352,0.9973158765097888,0.9772818616615082
"Terça-feira,Maio",Condutor,0.9267015706806283,1.0337029781939302,1.412209258929648
"adulto entre 35 e 53 anos,Maio",Condutor,0.936127744510978,1.0442175432596286,1.620621031108073
"jovem adulto entre 18 e 35 anos,Maio",Condutor,0.9014547160957298,1.0055410007028693,1.0504076547221926
"Masculino,Março",Condutor,0.943601488691669,1.0525542417850942,1.8353803699518325
"Março,Condutor",Masculino,0.8708058124174373,1.0456562061127026,1.2942993105258742
"Março,Não Guardar Distância De Segurança",Condutor,0.9565772669220945,1.0670282655976613,2.383837064426672
"Março,Quinta-feira",Condutor,0.9118110236220472,1.0170930971616936,1.1737603133773902
"Março,Segunda-feira",Condutor,0.9367088607594937,1.0448657579770442,1.6355009846871098
"Março,Sem Vítimas",Condutor,0.9825416159155501,1.0959905828425636,5.929112342190677
"Março,Sexta-feira",Condutor,0.8945908460471567,0.997884595301576,0.9820088357423431
"Simples,Março",Condutor,0.8460704607046071,0.9437618135792216,0.6724682021634247
"Sábado,Março",Condutor,0.8702623906705539,0.9707470597957477,0.7978620932266797
"adulto entre 35 e 53 anos,Março",Condutor,0.9315254237288136,1.039083816448706,1.5116956713958454
"jovem adulto entre 18 e 35 anos,Março",Condutor,0.8997647058823529,1.003655853805511,1.032697329428926
"Masculino,Múltipla",Condutor,0.9755501222493886,1.0881918177887533,4.233670270487499
"Masculino,Novembro",Condutor,0.9380804953560371,1.0463957680820228,1.6717304368795445
"Novembro,Condutor",Masculino,0.8789556962025317,1.0554425171793727,1.3814441709859193
"Masculino,Não Guardar Distância De Segurança",Condutor,0.9829980842911878,1.0964997572459279,6.088297479099139
"Condutor,Não Guardar Distância De Segurança",Masculino,0.8531642938792477,1.024472420839727,1.1387962255893618
Não Guardar Distância De Segurança,"Masculino,Condutor",0.8202617644120292,1.0468803775499205,1.2043647718671735
"Masculino,Outubro",Condutor,0.9454136184580756,1.0545756087447211,1.8963103548146965
"Outubro,Condutor",Masculino,0.8608762490392008,1.0337328709415485,1.2019223659314484
"Masculino,Quarta-feira",Condutor,0.954064892453518,1.0642258003244034,2.2534554957789523
"Condutor,Quarta-feira",Masculino,0.8611385324119777,1.0340478185826798,1.2041925727600826
"Masculino,Quinta-feira",Condutor,0.9428470003549877,1.0517126366067762,1.8111511415455612
"Condutor,Quinta-feira",Masculino,0.8674069235793599,1.0415748493317272,1.2611212623318522
"Masculino,Saída De Pista",Condutor,0.8249708284714119,0.9202259166213355,0.5914026767412882
"Condutor,Saída De Pista",Masculino,0.8983481575603558,1.0787288196838498,1.6449868875849043
"Masculino,Segunda-feira",Condutor,0.9530317310713164,1.0630733451743033,2.203886217458651
"Condutor,Segunda-feira",Masculino,0.8651076572080423,1.038813909847412,1.2396252037074917
"Masculino,Sem Vítimas",Condutor,0.9910368710531677,1.1054667408788803,11.548726026796745
"Condutor,Sem Vítimas",Masculino,0.8575407177606994,1.0297275933787293,1.1737806430273527
Sem Vítimas,"Masculino,Condutor",0.8454106280193237,1.0789772677993739,1.4002928941762791
"Masculino,Setembro",Condutor,0.9400299850074962,1.0485703551577643,1.7260746151681994
"Setembro,Condutor",Masculino,0.867459878251245,1.0416384368509075,1.2616251268354683
"Masculino,Sexta-feira",Condutor,0.9468864468864469,1.0562184970066433,1.9488946696620721
"Condutor,Sexta-feira",Masculino,0.8741058655221745,1.0496188817865024,1.3282266771651239
"Masculino,Simples",Condutor,0.9115978211529733,1.01685527731309,1.1709295166687916
"Simples,Condutor",Masculino,0.9133079415610256,1.0966924009546042,1.928849665390868
"Masculino,Sábado",Condutor,0.9318288669487541,1.0394222966780369,1.5184245283411097
"Sábado,Condutor",Masculino,0.8979160374509212,1.0782099335352124,1.6380236791030633
"Masculino,Terça-feira",Condutor,0.9526729258478636,1.0626731105790361,2.187177686435203
"Terça-feira,Condutor",Masculino,0.86154912493502,1.0345408545888484,1.2077637489368047
"Masculino,Ultrapassagem Indevida",Condutor,0.9012448132780083,1.0053068614991874,1.0481750274162152
"Condutor,Ultrapassagem Indevida",Masculino,0.9329896907216496,1.1203260777898876,2.495376453456921
"Masculino,Velocidade Incompatível",Condutor,0.8477653631284915,0.9456524175651743,0.6799551184740272
"Velocidade Incompatível,Condutor",Masculino,0.893961708394698,1.0734616088689213,1.5769392865595782
"Masculino,adulto entre 35 e 53 anos",Condutor,0.9604657281936587,1.0713657072554492,2.6183034572351396
"adulto entre 35 e 53 anos,Condutor",Masculino,0.8822356495468278,1.05938105723195,1.4199199271137073
adulto entre 35 e 53 anos,"Masculino,Condutor",0.8200966075039318,1.046669591757134,1.2032591275589513
"jovem adulto entre 18 e 35 anos,Masculino",Condutor,0.9413937453829107,1.05009158184628,1.7662401603059137
"jovem adulto entre 18 e 35 anos,Condutor",Masculino,0.8567906768265352,1.0288269506103145,1.1676331135893867
"Masculino,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9547060045709536,1.0649409383214854,2.2853519449828825
"Condutor,pessoa de idade avançada entre 53 a 70 anos",Masculino,0.9144278606965174,1.0980371903182862,1.9540933447862983
pessoa de idade avançada entre 53 a 70 anos,"Masculino,Condutor",0.8359104966345279,1.0668524784182452,1.31922148985713
"Múltipla,Novembro",Condutor,0.9453860640301318,1.0545448727503848,1.8953536073087192
"Múltipla,Não Guardar Distância De Segurança",Condutor,0.9774193548387097,1.0902768809370753,4.5841347672061845
"Múltipla,Quarta-feira",Condutor,0.9639737991266375,1.075278836881929,2.873262182534312
"Múltipla,Quinta-feira",Condutor,0.9690366972477065,1.0809263215000866,3.343077493312616
"Múltipla,Segunda-feira",Condutor,0.955239064089522,1.0655355474484498,2.312568279556146
"Múltipla,Sem Vítimas",Condutor,0.993517017828201,1.1082332572945448,15.966837144809377
"Múltipla,Setembro",Condutor,0.9699812382739211,1.0819799237629029,3.4482675033157735
"Múltipla,Sexta-feira",Condutor,0.9635467980295567,1.0748025321904193,2.839605712380119
"Sábado,Múltipla",Condutor,0.9413333333333334,1.0500241943317419,1.7644213730082463
"Múltipla,Terça-feira",Condutor,0.9676616915422886,1.0793925510418365,3.200931820078968
"adulto entre 35 e 53 anos,Múltipla",Condutor,0.9683638161146813,1.080175746284521,3.2719724011293834
"jovem adulto entre 18 e 35 anos,Múltipla",Condutor,0.9565798263193053,1.067031120515148,2.383977579431941
"Múltipla,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9604430379746836,1.0713403971149762,2.6168015754993768
"Novembro,Não Guardar Distância De Segurança",Condutor,0.964169381107492,1.075497001696241,2.888945928072175
"Novembro,Quarta-feira",Condutor,0.9067357512953368,1.0114318095527683,1.1098863925619276
"Novembro,Quinta-feira",Condutor,0.9094076655052264,1.0144122357909726,1.1426211845306729
"Novembro,Segunda-feira",Condutor,0.8962722852512155,0.9997601815397769,0.9979273215505797
"Novembro,Sem Vítimas",Condutor,0.9890249050232166,1.1032224636023695,9.431601345481461
"Novembro,Sexta-feira",Condutor,0.9159456118665018,1.0217050847930076,1.231496925364735
"Simples,Novembro",Condutor,0.8438556933483654,0.9412913185627168,0.6629298420771684
"Sábado,Novembro",Condutor,0.8807631160572337,0.9824602492936733,0.8681266830111324
"adulto entre 35 e 53 anos,Novembro",Condutor,0.9249506254114549,1.031749860387008,1.3792616010102818
"jovem adulto entre 18 e 35 anos,Novembro",Condutor,0.8949858088930936,0.9983251624518196,0.985702212803213
"Outubro,Não Guardar Distância De Segurança",Condutor,0.9635678391959799,1.0748260028708245,2.841245708884633
"Quarta-feira,Não Guardar Distância De Segurança",Condutor,0.9719387755102041,1.0841634876362058,3.6888169505025794
"Quinta-feira,Não Guardar Distância De Segurança",Condutor,0.9696151249155976,1.0815715372004655,3.4067186474284332
"Segunda-feira,Não Guardar Distância De Segurança",Condutor,0.972972972972973,1.085317098497704,3.8299706603432395
"Condutor,Não Guardar Distância De Segurança",Sem Vítimas,0.8050504000831342,1.3923093875833914,2.1635730962108854
"Sem Vítimas,Não Guardar Distância De Segurança",Condutor,0.9932051282051283,1.1078853553998698,15.233947552614794
"Setembro,Não Guardar Distância De Segurança",Condutor,0.9435695538057742,1.0525186195441245,1.8343416990455943
"Sexta-feira,Não Guardar Distância De Segurança",Condutor,0.966111111111111,1.0776629331579903,3.0544737211421364
"Simples,Não Guardar Distância De Segurança",Condutor,0.9394250513347023,1.0478955729420425,1.7088371155173214
"Sábado,Não Guardar Distância De Segurança",Condutor,0.9489795918367347,1.058553326510941,2.028849322776417
"Terça-feira,Não Guardar Distância De Segurança",Condutor,0.9570688378978535,1.0675765957156975,2.411132507979361
"adulto entre 35 e 53 anos,Não Guardar Distância De Segurança",Condutor,0.9728171334431631,1.0851432649884263,3.8080134165902435
"jovem adulto entre 18 e 35 anos,Não Guardar Distância De Segurança",Condutor,0.9580803134182174,1.0687048610503538,2.4693104598449347
"pessoa de idade avançada entre 53 a 70 anos,Não Guardar Distância De Segurança",Condutor,0.9818016378525932,1.095165163363761,5.688023994212435
"Outubro,Quarta-feira",Condutor,0.905448717948718,1.0099961691637511,1.0947786037811162
"Outubro,Quinta-feira",Condutor,0.9305084745762712,1.03794944547005,1.4895732957168797
"Outubro,Segunda-feira",Condutor,0.9216867469879518,1.0281091189082168,1.3217778162515108
"Outubro,Sem Vítimas",Condutor,0.9864487843762456,1.1003488917112536,7.63862987822038
"Outubro,Sexta-feira",Condutor,0.8930099857346647,0.9961212012761064,0.9674988947389567
"Simples,Outubro",Condutor,0.8566666666666667,0.9555815082976545,0.7221817712777937
"Sábado,Outubro",Condutor,0.877094972067039,0.9783685638071327,0.842217135382602
"adulto entre 35 e 53 anos,Outubro",Condutor,0.930474333983106,1.0379113628402707,1.4888418404314825
"jovem adulto entre 18 e 35 anos,Outubro",Condutor,0.9010487916096671,1.0050882062289626,1.0460985998421606
"Sem Vítimas,Quarta-feira",Condutor,0.9887448005872277,1.1029100169649104,9.196880193197792
"Simples,Quarta-feira",Condutor,0.8812963686060133,0.9830550737390427,0.8720265701581635
"adulto entre 35 e 53 anos,Quarta-feira",Condutor,0.9482392872295291,1.0577275427835249,1.999831822425566
"jovem adulto entre 18 e 35 anos,Quarta-feira",Condutor,0.9239748578269978,1.0306614259977822,1.3615590525863723
"Quarta-feira,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9174690508940853,1.0234044273966392,1.25422913066195
"Sem Vítimas,Quinta-feira",Condutor,0.9867597496389023,1.100695762514426,7.818033475708048
"Setembro,Quinta-feira",Condutor,0.8983957219251337,1.0021288003953845,1.0187830917271474
"Simples,Quinta-feira",Condutor,0.8548450372695174,0.953549544834362,0.7131187153553614
"adulto entre 35 e 53 anos,Quinta-feira",Condutor,0.9370205894226888,1.0452134803266424,1.6435962102685728
"jovem adulto entre 18 e 35 anos,Quinta-feira",Condutor,0.9103888213851762,1.015506680634129,1.1551317832203316
"Quinta-feira,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9327956989247311,1.0405007637105752,1.540269281781277
"Segunda-feira,Sem Vítimas",Condutor,0.9923664122137406,1.1069497972379045,13.560166392026213
"Setembro,Segunda-feira",Condutor,0.9089506172839507,1.013902414590212,1.1368854731573135
"Simples,Segunda-feira",Condutor,0.8736706413148566,0.9745488434043149,0.819387683331843
"adulto entre 35 e 53 anos,Segunda-feira",Condutor,0.9414580265095729,1.0501632851800982,1.7681795535427869
"jovem adulto entre 18 e 35 anos,Segunda-feira",Condutor,0.9191500388701738,1.0252795103059242,1.2803063737235412
"Segunda-feira,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9172494172494171,1.0231594337980654,1.2509002004470833
"Setembro,Sem Vítimas",Condutor,0.9897959183673469,1.1040825018447449,10.144246613882062
"Sexta-feira,Sem Vítimas",Condutor,0.9833951943739012,1.0969427195632035,6.233901370523713
"Simples,Sem Vítimas",Condutor,0.9716991057338242,1.083896144438066,3.657577727977728
"Sábado,Sem Vítimas",Condutor,0.9823187673654963,1.0957420031302105,5.854383723667493
"Terça-feira,Sem Vítimas",Condutor,0.9914970368461737,1.1059800396211539,12.173723286480108
"adulto entre 35 e 53 anos,Sem Vítimas",Condutor,0.9893452326746198,1.103579777820592,9.715155421859352
"jovem adulto entre 18 e 35 anos,Sem Vítimas",Condutor,0.985978647686833,1.099824470785057,7.382506211801794
"Sem Vítimas,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9912991299129913,1.1057592814043682,11.896824054915179
"Setembro,Sexta-feira",Condutor,0.9,1.0039183161103764,1.035127205498171
"Simples,Setembro",Condutor,0.8412604042806183,0.9383963649730364,0.652091370654653
"Sábado,Setembro",Condutor,0.8864696734059098,0.9888257131206402,0.9117627303223611
"adulto entre 35 e 53 anos,Setembro",Condutor,0.9371912491178547,1.045403845208641,1.6480620788661902
"jovem adulto entre 18 e 35 anos,Setembro",Condutor,0.891507118311242,0.9944448055727068,0.9540968857917524
"Simples,Sexta-feira",Condutor,0.853594389246055,0.9521544909924052,0.7070270054320843
"adulto entre 35 e 53 anos,Sexta-feira",Condutor,0.9351821992905515,1.0431628208535209,1.596979832960114
"jovem adulto entre 18 e 35 anos,Sexta-feira",Condutor,0.9087643678160922,1.013694659865602,1.1345646220893362
"Sexta-feira,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9125,1.0178616260563538,1.1830025205693377
"Sábado,Simples",Condutor,0.8227372377074852,0.9177344247562232,0.5839507362465832
"Simples,Terça-feira",Condutor,0.8600508905852418,0.9593564909395171,0.7396454395650568
"adulto entre 35 e 53 anos,Simples",Condutor,0.8968905640059228,1.0004498497245686,1.0039112284133052
"jovem adulto entre 18 e 35 anos,Simples",Condutor,0.8467087466185753,0.9444737990458305,0.6752682769985127
"Simples,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.8775762572135202,0.9789054204447152,0.8455281483294821
"Sábado,adulto entre 35 e 53 anos",Condutor,0.9237448093620234,1.0304048150338034,1.3574514689924033
"jovem adulto entre 18 e 35 anos,Sábado",Condutor,0.8665111456713323,0.9665626780591521,0.7754409240411537
"Sábado,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9088669950738916,1.0138091369587543,1.1358422849520462
"adulto entre 35 e 53 anos,Terça-feira",Condutor,0.9401561144839549,1.0487110481484512,1.7297125622310003
"jovem adulto entre 18 e 35 anos,Terça-feira",Condutor,0.9136643946770528,1.0191604673268813,1.1989574887743844
"Terça-feira,pessoa de idade avançada entre 53 a 70 anos",Condutor,0.9272237196765498,1.0342854170169795,1.422341456443782
"Dupla,Defeito Mecânico Em Veículo",Masculino,0.8630705394190871,1.0363677561490459,1.2211831347517206
"Defeito Mecânico Em Veículo,Sem Vítimas",Masculino,0.920651068158698,1.1055099648587903,2.107349702532778
"Simples,Defeito Mecânico Em Veículo",Masculino,0.8466076696165191,1.0165992822436047,1.0901193527344
"adulto entre 35 e 53 anos,Defeito Mecânico Em Veículo",Masculino,0.8938953488372093,1.073381924877228,1.5759530433355928
"jovem adulto entre 18 e 35 anos,Defeito Mecânico Em Veículo",Masculino,0.8232104121475055,0.988504054662874,0.9458472636498199
"Domingo,Desobediência Às Normas De Trânsito",Masculino,0.817891373801917,0.9821169987001036,0.918220906955706
"Dupla,Desobediência Às Normas De Trânsito",Masculino,0.8315629742033385,0.9985337400715844,0.9927505376040406
"Desobediência Às Normas De Trânsito,Sem Vítimas",Masculino,0.859987929993965,1.032666184994563,1.1942966624581284
"Desobediência Às Normas De Trânsito,Sexta-feira",Masculino,0.8125,0.9756430829371878,0.8918183888643275
"Simples,Desobediência Às Normas De Trânsito",Masculino,0.8275499474237643,0.993714931678805,0.9696485760022576
"Sábado,Desobediência Às Normas De Trânsito",Masculino,0.8437102922490471,1.0131201361670106,1.0699101707869303
"adulto entre 35 e 53 anos,Desobediência Às Normas De Trânsito",Masculino,0.842357779300891,1.011496050133224,1.0607307304508586
"jovem adulto entre 18 e 35 anos,Desobediência Às Normas De Trânsito",Masculino,0.821071752951862,0.98593597090781,0.9345419220872062
"Dupla,Dezembro",Masculino,0.8269731136166523,0.9930222745539888,0.9664159796621897
"Falta De Atenção,Dezembro",Masculino,0.8265039232781167,0.9924588747898372,0.963802473643891
"Dezembro,Não Guardar Distância De Segurança",Masculino,0.8503118503118502,1.0210472308877268,1.1170954298014093
"Dezembro,Quarta-feira",Masculino,0.8465189873417722,1.016492793323068,1.0894894750559057
"Dezembro,Quinta-feira",Masculino,0.8376811594202899,1.005880404794104,1.0301696791010926
"Dezembro,Segunda-feira",Masculino,0.8620689655172414,1.0351650747344168,1.2123156223624456
"Dezembro,Sem Vítimas",Masculino,0.863981762917933,1.0374619455689338,1.2293641757110205
"Dezembro,Sexta-feira",Masculino,0.8501291989664084,1.0208279047070874,1.115733997275307
"Simples,Dezembro",Masculino,0.8604155567394779,1.0331796755500566,1.1979554741638903
"Sábado,Dezembro",Masculino,0.8399390243902438,1.0085916298281246,1.0447015412410687
"Terça-feira,Dezembro",Masculino,0.8112094395280236,0.9740933889093775,0.8857219740967003
"adulto entre 35 e 53 anos,Dezembro",Masculino,0.8417569193742479,1.0107745426486168,1.0567030624708975
"jovem adulto entre 18 e 35 anos,Dezembro",Masculino,0.8389290267743306,1.007378833289357,1.0381507267469137
"Dupla,Domingo",Masculino,0.8178019222732972,0.9820095860660654,0.9177700994347777
"Falta De Atenção,Domingo",Masculino,0.8132311415893506,0.9765210315332464,0.8953095785615559
"Domingo,Ingestão De Álcool E/Ou Substâncias Psicoativas",Masculino,0.848459616985845,1.0188230848784927,1.1034415024306903
"Domingo,Janeiro",Masculino,0.8133140376266281,0.9766205723890897,0.8957071318390268
"Domingo,Não Guardar Distância De Segurança",Masculino,0.8356605800214824,1.0034541102538308,1.017503578471433
"Domingo,Sem Vítimas",Masculino,0.8585929296464824,1.0309910804533735,1.1825147603583157
"Simples,Domingo",Masculino,0.8308249721293199,0.997647553463942,0.9884198041325803
"adulto entre 35 e 53 anos,Domingo",Masculino,0.8434940855323021,1.0128605169821774,1.0684321322985784
"jovem adulto entre 18 e 35 anos,Domingo",Masculino,0.8081520073551947,0.9704220503851064,0.8716064505384289
"Domingo,pessoa de idade avançada entre 53 a 70 anos",Masculino,0.8715596330275229,1.0465613874837865,1.3018955944581923
"Simples,Dormindo",Masculino,0.836552748885587,1.0045254190305393,1.023057572225612
"Dupla,Falta De Atenção",Masculino,0.8276826859776168,0.993874323004227,0.970395510519279
"Dupla,Fevereiro",Masculino,0.8229897463572584,0.9882390810605414,0.9446681447592976
"Dupla,Ingestão De Álcool E/Ou Substâncias Psicoativas",Masculino,0.8684210526315789,1.0427926068640387,1.270841204131666
"Dupla,Janeiro",Masculino,0.8407578084997438,1.0095748188162508,1.0500731391390854
"Dupla,Julho",Masculino,0.8335195530726257,1.0008831833208658,1.004417942156342
"Dupla,Junho",Masculino,0.8350148367952522,1.0026787072851848,1.0135211231360557
"Dupla,Maio",Masculino,0.8354302969300453,1.0031775882781042,1.0160797813494375
"Dupla,Março",Masculino,0.8241582041688936,0.9896421552533116,0.9509454059071941
"Dupla,Novembro",Masculino,0.8405194805194807,1.0092886366065104,1.04850390791765
"Dupla,Não Guardar Distância De Segurança",Masculino,0.8275239299259527,0.9936836900889278,0.9695023074231247
"Dupla,Outubro",Masculino,0.8237051792828686,0.9890981668269131,0.9485017610379078
"Dupla,Quarta-feira",Masculino,0.8194622279129321,0.9840032669434455,0.9262103214136166
"Dupla,Quinta-feira",Masculino,0.8341890667472063,1.001687129641526,1.0084735947847636
"Dupla,Segunda-feira",Masculino,0.8292342090553382,0.9957373787073608,0.9792122121593383
"Dupla,Sem Vítimas",Masculino,0.843467790487658,1.0128289421164267,1.0682526518535918
"Dupla,Setembro",Masculino,0.8284449363586054,0.9947896267724456,0.9747071544422415
"Dupla,Sexta-feira",Masculino,0.8354711396151948,1.0032266318267253,1.0163320132466218
"Dupla,Sábado",Masculino,0.845431962462048,1.015187503101673,1.0818274630096398
"Dupla,Terça-feira",Masculino,0.832116788321168,0.9991987553494839,0.9960254288674968
"Dupla,adulto entre 35 e 53 anos",Masculino,0.8492576628352492,1.0197813715404471,1.1092832382538031
"jovem adulto entre 18 e 35 anos,Dupla",Masculino,0.8142076502732242,0.9776936148475225,0.9000152490560958
"Dupla,pessoa de idade avançada entre 53 a 70 anos",Masculino,0.8737187371873718,1.049154021377814,1.3241548602516804
"Falta De Atenção,Fevereiro",Masculino,0.816938453445555,0.9809727400486887,0.9134411407495082
"Falta De Atenção,Janeiro",Masculino,0.8181818181818183,0.9824657618388466,0.9196877135163385
"Julho,Falta De Atenção",Masculino,0.8256467941507311,0.9914296414306768,0.9590643722182097
"Falta De Atenção,Junho",Masculino,0.8212321232123212,0.986128542151288,0.9353802870896233
"Falta De Atenção,Maio",Masculino,0.8255220417633411,0.9912798398259545,0.9583786376342882
"Falta De Atenção,Março",Masculino,0.8235570154856875,0.9889202530006221,0.9477052792569226
"Falta De Atenção,Novembro",Masculino,0.8317523714428356,0.9987611666643755,0.9938680821004712
"Falta De Atenção,Outubro",Masculino,0.8165599268069532,0.9805182084835695,0.9115562646777207
"Falta De Atenção,Quarta-feira",Masculino,0.82183908045977,0.9868573712468106,0.9385669334418927
"Falta De Atenção,Quinta-feira",Masculino,0.8242690058479532,0.9897752049662374,0.9515449947741261
"Falta De Atenção,Segunda-feira",Masculino,0.8162297128589263,0.980121690385992,0.9099183035160405
"Falta De Atenção,Sem Vítimas",Masculino,0.8377709392560877,1.0059882116566066,1.030739789438966
"Falta De Atenção,Setembro",Masculino,0.811601150527325,0.9745637521425821,0.8875635301388294
"Falta De Atenção,Sexta-feira",Masculino,0.8309409888357258,0.9977868653373081,0.9890981069892694
"Falta De Atenção,Simples",Masculino,0.8371335504885995,1.0052228406508938,1.026705920180058
"Falta De Atenção,Sábado",Masculino,0.8390146089945575,1.0074815996908175,1.0387026230622893
"Falta De Atenção,Terça-feira",Masculino,0.8158590308370045,0.9796765785697985,0.9080866070822479
"Falta De Atenção,adulto entre 35 e 53 anos",Masculino,0.843050346630299,1.012327679086338,1.065411387167436
"jovem adulto entre 18 e 35 anos,Falta De Atenção",Masculino,0.8045367994039242,0.9660809394545999,0.8554855717195214
"Falta De Atenção,pessoa de idade avançada entre 53 a 70 anos",Masculino,0.8672883787661407,1.041432501729222,1.2599947642671017
"Fevereiro,Não Guardar Distância De Segurança",Masculino,0.8527918781725888,1.0240252272296606,1.1359152323681412
"Fevereiro,Sem Vítimas",Masculino,0.8538394415357766,1.0252831323979468,1.144056574968492
"Sexta-feira,Fevereiro",Masculino,0.8335766423357663,1.0009517356220266,1.004762494033
"Simples,Fevereiro",Masculino,0.8513824884792628,1.0223328440844834,1.1251429673462745
"Sábado,Fevereiro",Masculino,0.8433734939759036,1.012715711667887,1.0676095135923915
"adulto entre 35 e 53 anos,Fevereiro",Masculino,0.8672199170124482,1.0413502934382242,1.2593451077127127
"jovem adulto entre 18 e 35 anos,Fevereiro",Masculino,0.8035532994923859,0.9648999611336624,0.8512026289063593
"Ingestão De Álcool E/Ou Substâncias Psicoativas,Sem Vítimas",Masculino,0.9275250578257517,1.1137641931305966,2.3072243025738666
"Simples,Ingestão De Álcool E/Ou Substâncias Psicoativas",Masculino,0.8870431893687708,1.0651539101220717,1.48035295063325
"Sábado,Ingestão De Álcool E/Ou Substâncias Psicoativas",Masculino,0.876908396946565,1.0529841376620972,1.3584675458282207
"adulto entre 35 e 53 anos,Ingestão De Álcool E/Ou Substâncias Psicoativas",Masculino,0.9072847682119204,1.089459825674129,1.8035434381943738
"jovem adulto entre 18 e 35 anos,Ingestão De Álcool E/Ou Substâncias Psicoativas",Masculino,0.8591174906964381,1.0316209688964106,1.1869177283871226
"Não Guardar Distância De Segurança,Janeiro",Masculino,0.84375,1.0131678168963103,1.070182066637193
"Segunda-feira,Janeiro",Masculino,0.8322237017310253,0.9993271360618537,0.9966601339837947
"Sem Vítimas,Janeiro",Masculino,0.8577327327327327,1.0299581633224644,1.175364868701138
"Sexta-feira,Janeiro",Masculino,0.8526912181303116,1.023904355507844,1.1351390310184164
"Simples,Janeiro",Masculino,0.8417754569190601,1.0107968023746112,1.056826865516824
"adulto entre 35 e 53 anos,Janeiro",Masculino,0.8453214513049014,1.015054802244987,1.0810545439088421
"jovem adulto entre 18 e 35 anos,Janeiro",Masculino,0.8359887535145267,1.0038481781904365,1.0195395224123973
"Janeiro,Não Guardar Distância De Segurança",Sem Vítimas,0.8044354838709676,1.3912459093034126,2.1567701434083957
"Julho,Não Guardar Distância De Segurança",Masculino,0.8171589310829818,0.9812374877187167,0.9145426074267361
"Julho,Sem Vítimas",Masculino,0.8538011695906432,1.0252371757720515,1.1437570837184996
"Julho,Sexta-feira",Masculino,0.8564593301435407,1.028429072334231,1.164937770454028
"Julho,Simples",Masculino,0.8481338481338481,1.0184319044143855,1.1010745044717936
"Julho,adulto entre 35 e 53 anos",Masculino,0.839587932303164,1.0081700414389143,1.0424150147361986
"jovem adulto entre 18 e 35 anos,Julho",Masculino,0.8166479190101237,0.9806238687720319,0.9119937281829604
"Junho,Não Guardar Distância De Segurança",Masculino,0.853410740203193,1.0247683514874468,1.1407107733802995
"Junho,Sem Vítimas",Masculino,0.8605341246290802,1.033322050862486,1.1989739243907387
"Simples,Junho",Masculino,0.8477393617021276,1.01795820846556,1.0982217714399138
"adulto entre 35 e 53 anos,Junho",Masculino,0.8430769230769231,1.0123595918571908,1.0655918249298029
"jovem adulto entre 18 e 35 anos,Junho",Masculino,0.8205555555555556,0.9853161254688728,0.9318535796956984
"Maio,Não Guardar Distância De Segurança",Masculino,0.8501971090670171,1.0209094505777587,1.1162397926410412
"Maio,Segunda-feira",Masculino,0.8252840909090909,0.9909941104659198,0.9570733929275711
"Maio,Sem Vítimas",Masculino,0.8462763839107925,1.0162014771885055,1.087770065303591
"Maio,Sexta-feira",Masculino,0.8268991282689914,0.9929334335783776,0.9660029221106862
