id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,idade,sexo
325647,05/01/2008,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,44.0,Masculino
325806,05/01/2008,RN,406,CEARA-MIRIM,Outras,Colisão lateral,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Rural ,43.0,Masculino
325806,05/01/2008,RN,406,CEARA-MIRIM,Outras,Colisão lateral,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Rural ,66.0,Masculino
325862,02/01/2008,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,48.0,Masculino
325862,02/01/2008,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,26.0,Masculino
326048,03/01/2008,RN,405,APODI,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,19.0,Masculino
326059,06/01/2008,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,52.0,Masculino
326059,06/01/2008,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,24.0,Masculino
326059,06/01/2008,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,27.0,Feminino
326100,06/01/2008,RN,101,NATAL,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Múltipla,Urbano,34.0,Masculino
326100,06/01/2008,RN,101,NATAL,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Múltipla,Urbano,59.0,Masculino
326175,06/01/2008,RN,101,NATAL,Ingestão de álcool,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,50.0,Masculino
326175,06/01/2008,RN,101,NATAL,Ingestão de álcool,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,27.0,Masculino
326177,04/01/2008,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,40.0,Masculino
326177,04/01/2008,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,29.0,Masculino
326385,07/01/2008,RN,101,ARES,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,47.0,Masculino
326385,07/01/2008,RN,101,ARES,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,34.0,Masculino
326427,01/01/2008,RN,101,NATAL,Outras,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,25.0,Feminino
326485,02/01/2008,RN,304,ITAJA,Animais na Pista,Capotamento,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,41.0,Masculino
326558,07/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,54.0,Masculino
326558,07/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,28.0,Feminino
326573,07/01/2008,RN,101,SAO JOSE DE MIPIBU,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,43.0,Masculino
326573,07/01/2008,RN,101,SAO JOSE DE MIPIBU,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,20.0,Masculino
326636,07/01/2008,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,56.0,Não Informado
326636,07/01/2008,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,-1.0,Masculino
326644,07/01/2008,RN,101,SAO GONCALO DO AMARANTE,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,-1.0,Masculino
326644,07/01/2008,RN,101,SAO GONCALO DO AMARANTE,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,77.0,Não Informado
326776,06/01/2008,RN,110,UPANEMA,Ingestão de álcool,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,22.0,Masculino
326776,06/01/2008,RN,110,UPANEMA,Ingestão de álcool,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,33.0,Masculino
326778,02/01/2008,RN,101,MAXARANGUAPE,Outras,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,43.0,Masculino
326851,06/01/2008,RN,406,CEARA-MIRIM,Dormindo,Saída de Pista,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,26.0,Masculino
326889,01/01/2008,RN,226,CAMPO REDONDO,Ingestão de álcool,Saída de Pista,Sem Vítimas        ,Amanhecer,Ceu Claro,Simples ,Rural ,25.0,Masculino
326900,08/01/2008,RN,101,NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,-1.0,Feminino
326900,08/01/2008,RN,101,NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,38.0,Masculino
326956,05/01/2008,RN,101,EXTREMOZ,Animais na Pista,Capotamento,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,-1.0,Não Informado
327097,08/01/2008,RN,226,SAO VICENTE,Outras,Capotamento,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,29.0,Masculino
327220,09/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,26.0,Masculino
327220,09/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,-1.0,Feminino
327248,06/01/2008,RN,226,BOM JESUS,Ingestão de álcool,Capotamento,Com Vítimas Feridas,Amanhecer,Sol,Simples ,Rural ,22.0,Masculino
327248,06/01/2008,RN,226,BOM JESUS,Ingestão de álcool,Capotamento,Com Vítimas Feridas,Amanhecer,Sol,Simples ,Rural ,33.0,Masculino
327274,01/01/2008,RN,110,MOSSORO,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,20.0,Não Informado
327274,01/01/2008,RN,110,MOSSORO,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,17.0,Não Informado
327389,09/01/2008,RN,101,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,29.0,Masculino
327389,09/01/2008,RN,101,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,25.0,Masculino
327422,09/01/2008,RN,406,JANDAIRA,Defeito mecânico em veículo,Incêndio,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,46.0,Masculino
327446,09/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,42.0,Masculino
327446,09/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,29.0,Masculino
327608,10/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,41.0,Masculino
327608,10/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,31.0,Masculino
327681,10/01/2008,RN,406,SAO GONCALO DO AMARANTE,Outras,Capotamento,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,29.0,Masculino
327681,10/01/2008,RN,406,SAO GONCALO DO AMARANTE,Outras,Capotamento,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,41.0,Masculino
327684,06/01/2008,RN,101,EXTREMOZ,Outras,Tombamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,24.0,Masculino
327684,06/01/2008,RN,101,EXTREMOZ,Outras,Tombamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,28.0,Feminino
327684,06/01/2008,RN,101,EXTREMOZ,Outras,Tombamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,30.0,Masculino
327695,06/01/2008,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,44.0,Masculino
327695,06/01/2008,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,44.0,Masculino
327708,10/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,38.0,Masculino
327708,10/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,25.0,Masculino
327792,08/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,-1.0,Masculino
327792,08/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,49.0,Masculino
327854,11/01/2008,RN,101,NATAL,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,46.0,Masculino
327854,11/01/2008,RN,101,NATAL,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,44.0,Masculino
327856,06/01/2008,RN,101,PARNAMIRIM,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Urbano,26.0,Masculino
327856,06/01/2008,RN,101,PARNAMIRIM,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Urbano,-1.0,Não Informado
327858,10/01/2008,RN,110,MOSSORO,Ingestão de álcool,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,60.0,Masculino
327858,10/01/2008,RN,110,MOSSORO,Ingestão de álcool,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,50.0,Masculino
327998,11/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,26.0,Masculino
327998,11/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,44.0,Masculino
328008,11/01/2008,RN,101,SAO GONCALO DO AMARANTE,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,48.0,Não Informado
328008,11/01/2008,RN,101,SAO GONCALO DO AMARANTE,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,31.0,Masculino
328008,11/01/2008,RN,101,SAO GONCALO DO AMARANTE,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,25.0,Masculino
328138,11/01/2008,RN,101,PARNAMIRIM,Ultrapassagem indevida,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,33.0,Masculino
328138,11/01/2008,RN,101,PARNAMIRIM,Ultrapassagem indevida,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,62.0,Masculino
328187,11/01/2008,RN,226,SERRA CAIADA,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,42.0,Masculino
328187,11/01/2008,RN,226,SERRA CAIADA,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,74.0,Masculino
328204,11/01/2008,RN,101,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,46.0,Masculino
328204,11/01/2008,RN,101,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,27.0,Masculino
328222,09/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,32.0,Feminino
328222,09/01/2008,RN,101,NATAL,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,37.0,Masculino
328384,08/01/2008,RN,101,GOIANINHA,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,30.0,Masculino
328384,08/01/2008,RN,101,GOIANINHA,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,34.0,Masculino
328391,12/01/2008,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,39.0,Masculino
328391,12/01/2008,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,-1.0,Masculino
328406,12/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Rural ,59.0,Masculino
328406,12/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Rural ,20.0,Masculino
328427,11/01/2008,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,28.0,Masculino
328427,11/01/2008,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,33.0,Masculino
328462,12/01/2008,RN,101,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,69.0,Masculino
328462,12/01/2008,RN,101,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,22.0,Masculino
328539,12/01/2008,RN,406,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Dupla   ,Rural ,-1.0,Não Informado
328539,12/01/2008,RN,406,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Dupla   ,Rural ,80.0,Masculino
328576,12/01/2008,RN,406,CEARA-MIRIM,Defeito mecânico em veículo,Capotamento,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,59.0,Masculino
328604,09/01/2008,RN,101,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,56.0,Feminino
328604,09/01/2008,RN,101,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,24.0,Masculino
328613,12/01/2008,RN,110,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,44.0,Masculino
328613,12/01/2008,RN,110,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,41.0,Masculino
328921,06/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,34.0,Masculino
328921,06/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,33.0,Feminino
328921,06/01/2008,RN,101,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,52.0,Masculino
329067,05/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,39.0,Feminino
329067,05/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,-1.0,Masculino
329074,13/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Chuva,Dupla   ,Urbano,26.0,Masculino
329074,13/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Chuva,Dupla   ,Urbano,27.0,Masculino
329132,14/01/2008,RN,226,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,27.0,Masculino
329132,14/01/2008,RN,226,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,27.0,Masculino
329161,10/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,51.0,Masculino
329161,10/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,40.0,Masculino
329168,13/01/2008,RN,101,GOIANINHA,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,34.0,Masculino
329168,13/01/2008,RN,101,GOIANINHA,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,48.0,Masculino
329273,13/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,24.0,Masculino
329273,13/01/2008,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,33.0,Masculino
329314,12/01/2008,RN,226,NATAL,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,20.0,Masculino
329314,12/01/2008,RN,226,NATAL,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,57.0,Masculino
329413,14/01/2008,RN,304,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,-1.0,Não Informado
329413,14/01/2008,RN,304,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,-1.0,Não Informado
329448,14/01/2008,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Dupla   ,Urbano,23.0,Masculino
