id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,idade,sexo
598310,19/10/2009,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,30.0,Masculino
598310,19/10/2009,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,30.0,Masculino
598394,10/10/2009,RN,304,ASSU,Falta de atenção,Saída de Pista,Ignorado           ,Plena noite,Ceu Claro,Simples ,Rural ,-1.0,Masculino
598406,09/10/2009,RN,304,CAICARA DO RIO DO VENTO,Outras,Saída de Pista,Sem Vítimas        ,Amanhecer,Ceu Claro,Simples ,Rural ,47.0,Masculino
598668,03/10/2009,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,50.0,Masculino
598668,03/10/2009,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,58.0,Masculino
598792,20/10/2009,RN,226,NATAL,Falta de atenção,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,33.0,Masculino
598829,26/09/2009,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,23.0,Masculino
598829,26/09/2009,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,32.0,Masculino
598872,20/10/2009,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,66.0,Masculino
