id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,tipo_veiculo,estado_fisico,idade,sexo
1131763,30/06/2012,RN,304,MACAIBA,Outras,Tombamento,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Camioneta,Ileso       ,28.0,Masculino
1131845,30/06/2012,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Caminhão-Trator,Ileso       ,32.0,Masculino
1131845,30/06/2012,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Ciclomotor,Ferido Grave,41.0,Masculino
1131972,25/06/2012,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Automóvel,Ileso       ,19.0,Masculino
1131972,25/06/2012,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Utilitário,Ileso       ,20.0,Masculino
1131981,30/06/2012,RN,304,MACAIBA,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,26.0,Feminino
1131981,30/06/2012,RN,304,MACAIBA,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,29.0,Feminino
1131981,30/06/2012,RN,304,MACAIBA,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,29.0,Feminino
1131981,30/06/2012,RN,304,MACAIBA,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Utilitário,Ileso       ,29.0,Feminino
1131981,30/06/2012,RN,304,MACAIBA,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Grave,47.0,Masculino
1132232,28/06/2012,RN,304,CAICARA DO RIO DO VENTO,Defeito mecânico em veículo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,Caminhão-Trator,Ileso       ,46.0,Masculino
