id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,tipo_envolvido,idade,sexo
174170,02/01/2007,RN,226,MACAIBA,Defeito na via,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Simples ,Urbano,Condutor,55.0,Masculino
174170,02/01/2007,RN,226,MACAIBA,Defeito na via,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Simples ,Urbano,Condutor,32.0,Masculino
174172,02/01/2007,RN,101,ARES,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Rural ,Condutor,26.0,Masculino
174172,02/01/2007,RN,101,ARES,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Rural ,Condutor,20.0,Masculino
174172,02/01/2007,RN,101,ARES,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Rural ,Condutor,33.0,Masculino
174180,02/01/2007,RN,101,CEARA-MIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples ,Urbano,Condutor,28.0,Não Informado
174180,02/01/2007,RN,101,CEARA-MIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples ,Urbano,Condutor,71.0,Masculino
174466,02/01/2007,RN,304,MOSSORO,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,40.0,Masculino
174510,02/01/2007,RN,110,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,49.0,Masculino
174510,02/01/2007,RN,110,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,41.0,Masculino
174529,02/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,21.0,Masculino
174529,02/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,46.0,Não Informado
174572,02/01/2007,RN,101,SAO JOSE DE MIPIBU,Outras,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Urbano,Condutor,58.0,Masculino
174572,02/01/2007,RN,101,SAO JOSE DE MIPIBU,Outras,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Feminino
174574,02/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,46.0,Masculino
174574,02/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,63.0,Masculino
174581,02/01/2007,RN,406,GUAMARE,Outras,Capotamento,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,42.0,Masculino
174606,02/01/2007,RN,406,JANDAIRA,Falta de atenção,Colisão lateral,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,51.0,Masculino
174606,02/01/2007,RN,406,JANDAIRA,Falta de atenção,Colisão lateral,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,40.0,Masculino
174606,02/01/2007,RN,406,JANDAIRA,Falta de atenção,Colisão lateral,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,15.0,Feminino
174606,02/01/2007,RN,406,JANDAIRA,Falta de atenção,Colisão lateral,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,17.0,Feminino
174606,02/01/2007,RN,406,JANDAIRA,Falta de atenção,Colisão lateral,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,-1.0,Feminino
174724,03/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,Condutor,44.0,Masculino
174724,03/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,Condutor,25.0,Masculino
174774,03/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Amanhecer,Ceu Claro,Dupla   ,Urbano,Condutor,35.0,Feminino
174774,03/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Amanhecer,Ceu Claro,Dupla   ,Urbano,Condutor,45.0,Não Informado
175168,01/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,34.0,Masculino
175168,01/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Feminino
175216,04/01/2007,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Chuva,Simples ,Rural ,Condutor,-1.0,Não Informado
175216,04/01/2007,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Chuva,Simples ,Rural ,Passageiro,-1.0,Masculino
175216,04/01/2007,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Chuva,Simples ,Rural ,Condutor,68.0,Masculino
175248,01/01/2007,RN,304,MOSSORO,Outras,Colisão com objeto móvel,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Masculino
175302,04/01/2007,RN,226,BOM JESUS,Falta de atenção,Capotamento,Com Vítimas Feridas,Pleno dia,Chuva,Simples ,Rural ,Condutor,31.0,Masculino
175302,04/01/2007,RN,226,BOM JESUS,Falta de atenção,Capotamento,Com Vítimas Feridas,Pleno dia,Chuva,Simples ,Rural ,Passageiro,-1.0,Masculino
175338,04/01/2007,RN,101,NATAL,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,27.0,Masculino
175338,04/01/2007,RN,101,NATAL,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,66.0,Masculino
175365,01/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,47.0,Masculino
175365,01/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Passageiro,14.0,Masculino
175365,01/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,19.0,Masculino
175369,04/01/2007,RN,304,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,48.0,Masculino
175369,04/01/2007,RN,304,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,44.0,Masculino
175394,02/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Condutor,45.0,Masculino
175394,02/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Condutor,51.0,Masculino
175394,02/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Passageiro,55.0,Feminino
175662,05/01/2007,RN,226,BOM JESUS,Outras,Capotamento,Sem Vítimas        ,Pleno dia,Chuva,Simples ,Rural ,Condutor,32.0,Masculino
175803,02/01/2007,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,25.0,Feminino
175803,02/01/2007,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,50.0,Masculino
175803,02/01/2007,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,44.0,Masculino
175861,05/01/2007,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,43.0,Masculino
175861,05/01/2007,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,22.0,Masculino
176024,02/01/2007,RN,304,MACAIBA,Outras,Capotamento,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,46.0,Masculino
176024,02/01/2007,RN,304,MACAIBA,Outras,Capotamento,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,-1.0,Não Informado
176065,06/01/2007,RN,101,PARNAMIRIM,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,29.0,Masculino
176083,03/01/2007,RN,226,SENADOR ELOI DE SOUZA,Outras,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Simples ,Rural ,Condutor,19.0,Feminino
176083,03/01/2007,RN,226,SENADOR ELOI DE SOUZA,Outras,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Simples ,Rural ,Condutor,64.0,Masculino
176083,03/01/2007,RN,226,SENADOR ELOI DE SOUZA,Outras,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Simples ,Rural ,Passageiro,22.0,Feminino
176132,05/01/2007,RN,304,LAJES,Outras,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,33.0,Masculino
176132,05/01/2007,RN,304,LAJES,Outras,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,30.0,Masculino
176132,05/01/2007,RN,304,LAJES,Outras,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,32.0,Feminino
176132,05/01/2007,RN,304,LAJES,Outras,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,-1.0,Não Informado
176202,06/01/2007,RN,110,MOSSORO,Dormindo,Saída de Pista,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,38.0,Masculino
176220,04/01/2007,RN,101,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas        ,Anoitecer,Ceu Claro,Múltipla,Urbano,Condutor,50.0,Masculino
176220,04/01/2007,RN,101,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas        ,Anoitecer,Ceu Claro,Múltipla,Urbano,Condutor,36.0,Masculino
176265,06/01/2007,RN,101,NATAL,Outras,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Não Informado
176265,06/01/2007,RN,101,NATAL,Outras,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,27.0,Masculino
176382,03/01/2007,RN,226,CURRAIS NOVOS,Outras,Capotamento,Com Vítimas Feridas,Plena noite,Ignorada,Simples ,Rural ,Condutor,44.0,Masculino
176382,03/01/2007,RN,226,CURRAIS NOVOS,Outras,Capotamento,Com Vítimas Feridas,Plena noite,Ignorada,Simples ,Rural ,Passageiro,32.0,Feminino
176472,03/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,29.0,Masculino
176472,03/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,43.0,Masculino
176480,07/01/2007,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,34.0,Masculino
176480,07/01/2007,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,52.0,Masculino
176481,07/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,50.0,Feminino
176481,07/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Masculino
176490,03/01/2007,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,37.0,Masculino
176490,03/01/2007,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,30.0,Masculino
176572,07/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,48.0,Masculino
176572,07/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,31.0,Masculino
176651,07/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,19.0,Masculino
176661,03/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,42.0,Masculino
176661,03/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,34.0,Masculino
176661,03/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,32.0,Masculino
176731,05/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Nublado,Dupla   ,Urbano,Condutor,28.0,Masculino
176731,05/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Nublado,Dupla   ,Urbano,Condutor,38.0,Masculino
176739,05/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Nublado,Dupla   ,Urbano,Condutor,43.0,Masculino
176739,05/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Nublado,Dupla   ,Urbano,Condutor,27.0,Masculino
176745,07/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,31.0,Masculino
176745,07/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,34.0,Masculino
176745,07/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Passageiro,44.0,Masculino
176835,08/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,27.0,Masculino
176835,08/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,37.0,Masculino
176848,08/01/2007,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,45.0,Masculino
176848,08/01/2007,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,53.0,Masculino
176897,08/01/2007,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Dupla   ,Urbano,Condutor,51.0,Masculino
176897,08/01/2007,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Dupla   ,Urbano,Condutor,28.0,Masculino
177020,08/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,46.0,Masculino
177020,08/01/2007,RN,101,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,34.0,Masculino
177229,04/01/2007,RN,405,MOSSORO,Defeito na via,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,-1.0,Não Informado
177229,04/01/2007,RN,405,MOSSORO,Defeito na via,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,22.0,Masculino
177229,04/01/2007,RN,405,MOSSORO,Defeito na via,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,-1.0,Não Informado
177241,09/01/2007,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,28.0,Masculino
177241,09/01/2007,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,25.0,Feminino
177241,09/01/2007,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Não Informado
177285,08/01/2007,RN,110,MOSSORO,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,64.0,Masculino
177363,09/01/2007,RN,110,MOSSORO,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,35.0,Feminino
177394,09/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,29.0,Masculino
177394,09/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,47.0,Masculino
177427,06/01/2007,RN,406,SAO GONCALO DO AMARANTE,Dormindo,Capotamento,Com Vítimas Feridas,Amanhecer,Ceu Claro,Simples ,Rural ,Condutor,24.0,Masculino
177427,06/01/2007,RN,406,SAO GONCALO DO AMARANTE,Dormindo,Capotamento,Com Vítimas Feridas,Amanhecer,Ceu Claro,Simples ,Rural ,Passageiro,25.0,Masculino
177427,06/01/2007,RN,406,SAO GONCALO DO AMARANTE,Dormindo,Capotamento,Com Vítimas Feridas,Amanhecer,Ceu Claro,Simples ,Rural ,Passageiro,23.0,Masculino
177435,09/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,21.0,Masculino
177435,09/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,26.0,Masculino
177435,09/01/2007,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Passageiro,25.0,Feminino
177521,06/01/2007,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,24.0,Masculino
177521,06/01/2007,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Não Informado
177585,09/01/2007,RN,304,ASSU,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,26.0,Masculino
177585,09/01/2007,RN,304,ASSU,Outras,Colisão Transversal,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,37.0,Masculino
177676,10/01/2007,RN,101,NATAL,Ultrapassagem indevida,Colisão lateral,Sem Vítimas        ,Amanhecer,Ceu Claro,Dupla   ,Urbano,Condutor,70.0,Masculino
177676,10/01/2007,RN,101,NATAL,Ultrapassagem indevida,Colisão lateral,Sem Vítimas        ,Amanhecer,Ceu Claro,Dupla   ,Urbano,Condutor,51.0,Masculino
177750,07/01/2007,RN,101,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Amanhecer,Ceu Claro,Dupla   ,Urbano,Condutor,31.0,Masculino
177750,07/01/2007,RN,101,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Amanhecer,Ceu Claro,Dupla   ,Urbano,Condutor,25.0,Masculino
177803,10/01/2007,RN,101,SAO JOSE DE MIPIBU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,54.0,Masculino
177803,10/01/2007,RN,101,SAO JOSE DE MIPIBU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,21.0,Feminino
177932,10/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,36.0,Masculino
177932,10/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Passageiro,28.0,Masculino
177932,10/01/2007,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,32.0,Masculino
177968,07/01/2007,RN,110,MOSSORO,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,34.0,Masculino
178074,07/01/2007,RN,405,SEVERIANO MELO,Outras,Saída de Pista,Com Vítimas Fatais ,Plena noite,Ignorada,Simples ,Rural ,Condutor,23.0,Masculino
178074,07/01/2007,RN,405,SEVERIANO MELO,Outras,Saída de Pista,Com Vítimas Fatais ,Plena noite,Ignorada,Simples ,Rural ,Passageiro,21.0,Masculino
178097,11/01/2007,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,43.0,Masculino
178097,11/01/2007,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,54.0,Masculino
178146,11/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,38.0,Masculino
178146,11/01/2007,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,59.0,Masculino
178186,11/01/2007,RN,110,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,47.0,Masculino
178186,11/01/2007,RN,110,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,37.0,Feminino
178186,11/01/2007,RN,110,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,-1.0,Não Informado
178194,11/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,45.0,Masculino
178194,11/01/2007,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,31.0,Masculino
178319,07/01/2007,RN,405,APODI,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,58.0,Masculino
178319,07/01/2007,RN,405,APODI,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,21.0,Masculino
178342,09/01/2007,RN,101,NATAL,Falta de atenção,Capotamento,Sem Vítimas        ,Plena noite,Chuva,Dupla   ,Urbano,Condutor,49.0,Masculino
178360,12/01/2007,RN,110,MOSSORO,Dormindo,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Condutor,27.0,Masculino
178399,12/01/2007,RN,406,SAO GONCALO DO AMARANTE,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,30.0,Masculino
