id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,tipo_veiculo,estado_fisico,idade,sexo
833128,02/01/2011,RN,304,MACAIBA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Motocicletas,Ignorado    ,-1.0,Inválido
833151,05/01/2011,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,64.0,Feminino
833151,05/01/2011,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,54.0,Feminino
833164,04/01/2011,RN,226,SANTA CRUZ,Outras,Capotamento,Sem Vítimas        ,Anoitecer,Chuva,Simples ,Rural ,Caminhonete,Ileso       ,36.0,Masculino
833242,04/01/2011,RN,304,MOSSORO,Outras,Tombamento,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Caminhão,Ferido Leve ,22.0,Masculino
833256,05/01/2011,RN,304,ASSU,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Automóvel,Ferido Leve ,18.0,Masculino
833256,05/01/2011,RN,304,ASSU,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Automóvel,Ferido Leve ,55.0,Masculino
833256,05/01/2011,RN,304,ASSU,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Camioneta,Ferido Grave,62.0,Masculino
833256,05/01/2011,RN,304,ASSU,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Camioneta,Ferido Grave,-1.0,Feminino
833356,05/01/2011,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,20.0,Masculino
833356,05/01/2011,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,42.0,Masculino
833356,05/01/2011,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,36.0,Masculino
833510,05/01/2011,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,-1.0,Inválido
833510,05/01/2011,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Caminhonete,Ileso       ,58.0,Masculino
833510,05/01/2011,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Caminhonete,Ileso       ,51.0,Masculino
833510,05/01/2011,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Caminhão,Ileso       ,30.0,Masculino
833510,05/01/2011,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,29.0,Feminino
833510,05/01/2011,RN,304,ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Caminhão,Ileso       ,37.0,Masculino
833557,06/01/2011,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Amanhecer,Nevoeiro/neblina,Dupla   ,Urbano,Automóvel,Ileso       ,32.0,Masculino
833557,06/01/2011,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Amanhecer,Nevoeiro/neblina,Dupla   ,Urbano,Automóvel,Ileso       ,55.0,Masculino
833558,05/01/2011,RN,226,SANTA CRUZ,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Leve ,62.0,Masculino
833558,05/01/2011,RN,226,SANTA CRUZ,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Motocicletas,Ileso       ,61.0,Masculino
833558,05/01/2011,RN,226,SANTA CRUZ,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Motocicletas,Ileso       ,21.0,Masculino
833574,01/01/2011,RN,304,MOSSORO,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Motoneta,Ferido Leve ,26.0,Masculino
833622,02/01/2011,RN,304,MOSSORO,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Urbano,Motocicletas,Ileso       ,30.0,Masculino
833622,02/01/2011,RN,304,MOSSORO,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Leve ,47.0,Masculino
833748,06/01/2011,RN,101,PARNAMIRIM,Outras,Saída de Pista,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Ônibus,Ileso       ,46.0,Masculino
833748,06/01/2011,RN,101,PARNAMIRIM,Outras,Saída de Pista,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Automóvel,Ileso       ,27.0,Masculino
833749,01/01/2011,RN,405,MAJOR SALES,Outras,Colisão frontal,Sem Vítimas        ,Plena noite,Ignorada,Simples ,Rural ,Automóvel,Ileso       ,36.0,Masculino
833749,01/01/2011,RN,405,MAJOR SALES,Outras,Colisão frontal,Sem Vítimas        ,Plena noite,Ignorada,Simples ,Rural ,Automóvel,Ileso       ,54.0,Masculino
833785,06/01/2011,RN,101,SAO JOSE DE MIPIBU,Velocidade incompatível,Capotamento,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Caminhonete,Ileso       ,50.0,Masculino
833814,06/01/2011,RN,101,CANGUARETAMA,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Chuva,Múltipla,Rural ,Automóvel,Ferido Leve ,48.0,Feminino
833814,06/01/2011,RN,101,CANGUARETAMA,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Chuva,Múltipla,Rural ,Automóvel,Ferido Leve ,18.0,Masculino
833814,06/01/2011,RN,101,CANGUARETAMA,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Chuva,Múltipla,Rural ,Caminhonete,Ileso       ,31.0,Masculino
833814,06/01/2011,RN,101,CANGUARETAMA,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Chuva,Múltipla,Rural ,Caminhonete,Ferido Leve ,44.0,Feminino
833814,06/01/2011,RN,101,CANGUARETAMA,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Chuva,Múltipla,Rural ,Caminhão-Trator,Ileso       ,40.0,Masculino
833814,06/01/2011,RN,101,CANGUARETAMA,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Chuva,Múltipla,Rural ,Automóvel,Ileso       ,27.0,Masculino
833850,06/01/2011,RN,110,MOSSORO,Falta de atenção,Tombamento,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,Caminhão,Ileso       ,38.0,Masculino
833906,06/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla   ,Urbano,Caminhonete,Ferido Leve ,43.0,Masculino
833906,06/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla   ,Urbano,Ônibus,Ileso       ,46.0,Masculino
833906,06/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla   ,Urbano,Caminhonete,Ileso       ,25.0,Masculino
833966,06/01/2011,RN,101,NATAL,Outras,Tombamento,Com Vítimas Feridas,Plena noite,Chuva,Dupla   ,Urbano,Motoneta,Ferido Leve ,27.0,Feminino
833984,06/01/2011,RN,110,MOSSORO,Defeito mecânico em veículo,Tombamento,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Rural ,Caminhão,Ileso       ,64.0,Masculino
834014,03/01/2011,RN,101,NATAL,Velocidade incompatível,Colisão com objeto fixo,Sem Vítimas        ,Plena noite,Chuva,Dupla   ,Urbano,Camioneta,Ileso       ,24.0,Masculino
834018,06/01/2011,RN,101,PARNAMIRIM,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Anoitecer,Chuva,Dupla   ,Urbano,Motocicletas,Ileso       ,29.0,Masculino
834018,06/01/2011,RN,101,PARNAMIRIM,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Anoitecer,Chuva,Dupla   ,Urbano,Automóvel,Ileso       ,50.0,Masculino
834148,07/01/2011,RN,101,NATAL,Desobediência à sinalização,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Chuva,Múltipla,Urbano,Caminhão,Ileso       ,34.0,Masculino
834196,07/01/2011,RN,226,NATAL,Defeito na via,Colisão com objeto fixo,Sem Vítimas        ,Amanhecer,Chuva,Dupla   ,Urbano,Automóvel,Ileso       ,47.0,Masculino
834244,07/01/2011,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Camioneta,Ileso       ,33.0,Masculino
834244,07/01/2011,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Urbano,Automóvel,Ileso       ,28.0,Masculino
834294,07/01/2011,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,Automóvel,Ileso       ,33.0,Masculino
834294,07/01/2011,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,Automóvel,Ignorado    ,-1.0,Inválido
834294,07/01/2011,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Simples ,Urbano,Automóvel,Ignorado    ,-1.0,Inválido
834430,07/01/2011,RN,226,PATU,Desobediência à sinalização,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Simples ,Urbano,Caminhão,Ileso       ,40.0,Masculino
834430,07/01/2011,RN,226,PATU,Desobediência à sinalização,Colisão Transversal,Com Vítimas Fatais ,Pleno dia,Sol,Simples ,Urbano,Automóvel,Morto       ,87.0,Masculino
834451,07/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,46.0,Masculino
834451,07/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,27.0,Masculino
834451,07/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Motocicletas,Ileso       ,44.0,Masculino
834455,07/01/2011,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,26.0,Masculino
834455,07/01/2011,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Microônibus,Ileso       ,45.0,Masculino
834479,07/01/2011,RN,101,NATAL,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Rural ,Automóvel,Ileso       ,53.0,Masculino
834481,07/01/2011,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,49.0,Feminino
834481,07/01/2011,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,28.0,Masculino
834557,07/01/2011,RN,226,CAMPO REDONDO,Ingestão de álcool,Colisão traseira,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Motocicletas,Morto       ,35.0,Masculino
834557,07/01/2011,RN,226,CAMPO REDONDO,Ingestão de álcool,Colisão traseira,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Caminhão,Ileso       ,45.0,Masculino
834657,04/01/2011,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,50.0,Feminino
834657,04/01/2011,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,22.0,Masculino
834689,04/01/2011,RN,304,PARNAMIRIM,Outras,Saída de Pista,Sem Vítimas        ,Pleno dia,Chuva,Dupla   ,Rural ,Automóvel,Ileso       ,44.0,Masculino
834774,08/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,48.0,Masculino
834774,08/01/2011,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,63.0,Masculino
834797,08/01/2011,RN,101,SAO JOSE DE MIPIBU,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Rural ,Automóvel,Ileso       ,40.0,Masculino
