id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,tipo_veiculo,estado_fisico,idade,sexo
637608,04/01/2010,RN,101,CANGUARETAMA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,48.0,Masculino
637608,04/01/2010,RN,101,CANGUARETAMA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,23.0,Masculino
637612,01/01/2010,RN,406,TAIPU,Falta de atenção,Colisão com bicicleta,Com Vítimas Fatais ,Anoitecer,Ceu Claro,Dupla   ,Rural ,Não identificado,Ignorado    ,-1.0,Inválido
637612,01/01/2010,RN,406,TAIPU,Falta de atenção,Colisão com bicicleta,Com Vítimas Fatais ,Anoitecer,Ceu Claro,Dupla   ,Rural ,Bicicleta,Morto       ,19.0,Masculino
637653,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Microônibus,Ileso       ,32.0,Masculino
637653,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Caminhonete,Ileso       ,34.0,Masculino
637726,04/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Caminhonete,Ileso       ,49.0,Masculino
637726,04/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,35.0,Feminino
637736,04/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,29.0,Masculino
637736,04/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,28.0,Feminino
637736,04/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,49.0,Masculino
638010,04/01/2010,RN,101,NATAL,Defeito mecânico em veículo,Incêndio,Sem Vítimas        ,Plena noite,Nublado,Simples ,Urbano,Camioneta,Ileso       ,-1.0,Masculino
638073,03/01/2010,RN,427,CAICO,Falta de atenção,Saída de Pista,Sem Vítimas        ,Amanhecer,Sol,Simples ,Urbano,Automóvel,Ileso       ,21.0,Masculino
638082,05/01/2010,RN,101,SAO JOSE DE MIPIBU,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Amanhecer,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,25.0,Masculino
638143,05/01/2010,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,42.0,Masculino
638143,05/01/2010,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,32.0,Masculino
638281,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Ônibus,Ileso       ,44.0,Masculino
638281,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,46.0,Masculino
638281,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,42.0,Masculino
638314,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,32.0,Masculino
638314,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,51.0,Masculino
638408,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Ceu Claro,Dupla   ,Urbano,Motocicletas,Ferido Leve ,51.0,Masculino
638408,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Ceu Claro,Dupla   ,Urbano,Reboque,Ileso       ,59.0,Masculino
638464,05/01/2010,RN,101,NATAL,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Caminhão,Ileso       ,47.0,Masculino
638464,05/01/2010,RN,101,NATAL,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,(null),Ferido Grave,-1.0,Masculino
638472,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Camioneta,Ileso       ,50.0,Masculino
638472,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,74.0,Masculino
638494,05/01/2010,RN,110,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Leve ,25.0,Masculino
638494,05/01/2010,RN,110,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Não identificado,Ignorado    ,-1.0,Inválido
638536,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,18.0,Masculino
638536,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,24.0,Masculino
638538,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Ônibus,Ileso       ,39.0,Masculino
638538,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,65.0,Masculino
638538,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,55.0,Masculino
638542,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,43.0,Masculino
638542,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,34.0,Masculino
638542,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Camioneta,Ileso       ,-1.0,Masculino
638542,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Automóvel,Ileso       ,-1.0,Inválido
638554,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Automóvel,Ileso       ,41.0,Feminino
638554,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Ônibus,Ileso       ,29.0,Masculino
638586,05/01/2010,RN,304,MACAIBA,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,26.0,Masculino
638586,05/01/2010,RN,304,MACAIBA,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,34.0,Masculino
638586,05/01/2010,RN,304,MACAIBA,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,36.0,Masculino
638604,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Anoitecer,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,30.0,Masculino
638604,05/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Anoitecer,Ceu Claro,Dupla   ,Urbano,Motocicletas,Ferido Leve ,24.0,Masculino
638629,05/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,20.0,Masculino
638629,05/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Camioneta,Ileso       ,23.0,Masculino
638629,05/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,27.0,Masculino
638629,05/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,29.0,Feminino
638718,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Ônibus,Ileso       ,56.0,Masculino
638718,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Microônibus,Ileso       ,43.0,Masculino
638718,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Microônibus,Ferido Grave,19.0,Feminino
638761,04/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,27.0,Masculino
638761,04/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,34.0,Masculino
638761,04/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,46.0,Masculino
638806,03/01/2010,RN,304,PARNAMIRIM,Falta de atenção,Capotamento,Com Vítimas Feridas,Amanhecer,Ceu Claro,Dupla   ,Rural ,Automóvel,Ferido Grave,26.0,Masculino
638848,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,26.0,Masculino
638848,04/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Caminhonete,Ileso       ,-1.0,Masculino
638978,02/01/2010,RN,101,SAO JOSE DE MIPIBU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Grave,21.0,Masculino
638978,02/01/2010,RN,101,SAO JOSE DE MIPIBU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,31.0,Masculino
638991,06/01/2010,RN,101,NATAL,Outras,Saída de Pista,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Caminhonete,Ileso       ,19.0,Masculino
639017,06/01/2010,RN,101,SAO GONCALO DO AMARANTE,Defeito na via,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Motocicletas,Ferido Grave,28.0,Masculino
639075,06/01/2010,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,66.0,Feminino
639075,06/01/2010,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Motocicletas,Ferido Leve ,33.0,Masculino
639225,03/01/2010,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Caminhonete,Ileso       ,25.0,Masculino
639225,03/01/2010,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ignorado    ,-1.0,Masculino
639225,03/01/2010,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Semi-Reboque,Ileso       ,25.0,Masculino
639256,03/01/2010,RN,101,CEARA-MIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,-1.0,Masculino
639256,03/01/2010,RN,101,CEARA-MIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,18.0,Masculino
639285,07/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,19.0,Masculino
639285,07/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,20.0,Masculino
639285,07/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,42.0,Masculino
639285,07/01/2010,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,26.0,Masculino
639317,03/01/2010,RN,304,RIACHUELO,Outras,Capotamento,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Caminhonete,Ileso       ,25.0,Masculino
639343,03/01/2010,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nevoeiro/neblina,Simples ,Rural ,Caminhonete,Ileso       ,35.0,Masculino
639343,03/01/2010,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nevoeiro/neblina,Simples ,Rural ,Automóvel,Ileso       ,25.0,Masculino
639343,03/01/2010,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Nevoeiro/neblina,Simples ,Rural ,Automóvel,Ileso       ,45.0,Masculino
639355,07/01/2010,RN,101,PARNAMIRIM,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Automóvel,Ileso       ,56.0,Masculino
639355,07/01/2010,RN,101,PARNAMIRIM,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Camioneta,Ileso       ,30.0,Masculino
639355,07/01/2010,RN,101,PARNAMIRIM,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Motocicletas,Ferido Grave,23.0,Masculino
639384,04/01/2010,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Ônibus,Ileso       ,34.0,Masculino
639384,04/01/2010,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Motoneta,Ileso       ,39.0,Masculino
639400,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Simples ,Rural ,Automóvel,Ileso       ,47.0,Masculino
639400,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Simples ,Rural ,Automóvel,Ileso       ,28.0,Masculino
639400,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Simples ,Rural ,Automóvel,Ileso       ,23.0,Masculino
639400,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Chuva,Simples ,Rural ,Automóvel,Ileso       ,50.0,Masculino
639408,01/01/2010,RN,304,LAJES,Defeito mecânico em veículo,Capotamento,Com Vítimas Feridas,Pleno dia,Chuva,Simples ,Rural ,Automóvel,Ferido Leve ,25.0,Masculino
639441,07/01/2010,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,53.0,Masculino
639441,07/01/2010,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Caminhão-Trator,Ileso       ,36.0,Masculino
639454,03/01/2010,RN,101,EXTREMOZ,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,58.0,Masculino
639454,03/01/2010,RN,101,EXTREMOZ,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,50.0,Masculino
639454,03/01/2010,RN,101,EXTREMOZ,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Automóvel,Ileso       ,55.0,Masculino
639497,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Leve ,32.0,Masculino
639497,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Motocicletas,Ferido Leve ,16.0,Feminino
639497,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Motocicletas,Ileso       ,59.0,Masculino
639497,03/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Motocicletas,Ignorado    ,-1.0,Inválido
639514,07/01/2010,RN,304,MOSSORO,Desobediência à sinalização,Colisão frontal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,26.0,Masculino
639514,07/01/2010,RN,304,MOSSORO,Desobediência à sinalização,Colisão frontal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,40.0,Masculino
639562,07/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Automóvel,Ileso       ,-1.0,Masculino
639562,07/01/2010,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Caminhão,Ileso       ,24.0,Masculino
639663,07/01/2010,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Motocicletas,Ferido Grave,37.0,Masculino
639663,07/01/2010,RN,101,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Caminhonete,Ileso       ,-1.0,Masculino
639726,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,-1.0,Feminino
639726,05/01/2010,RN,101,NATAL,Outras,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Automóvel,Ileso       ,24.0,Masculino
639820,05/01/2010,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Amanhecer,Ignorada,Dupla   ,Urbano,Automóvel,Ileso       ,32.0,Masculino
639820,05/01/2010,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Amanhecer,Ignorada,Dupla   ,Urbano,Automóvel,Ileso       ,43.0,Masculino
639823,08/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Automóvel,Ileso       ,46.0,Masculino
639823,08/01/2010,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Automóvel,Ileso       ,50.0,Masculino
640029,08/01/2010,RN,101,NATAL,Desobediência à sinalização,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Múltipla,Urbano,Automóvel,Ileso       ,38.0,Masculino
640029,08/01/2010,RN,101,NATAL,Desobediência à sinalização,Colisão traseira,Sem Vítimas        ,Pleno dia,Nublado,Múltipla,Urbano,Automóvel,Ileso       ,44.0,Masculino
640046,08/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Nublado,Múltipla,Urbano,Automóvel,Ileso       ,41.0,Masculino
640046,08/01/2010,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Nublado,Múltipla,Urbano,Automóvel,Ileso       ,36.0,Feminino
