id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,tipo_envolvido,idade,sexo
1230089,03/01/2013,RN,304,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,31.0,Masculino
1230089,03/01/2013,RN,304,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,31.0,Masculino
1230123,02/01/2013,RN,406,CEARA-MIRIM,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,28.0,Masculino
1230123,02/01/2013,RN,406,CEARA-MIRIM,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Inválido
1230173,03/01/2013,RN,406,JOAO CAMARA,Outras,Atropelamento de pessoa,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,30.0,Masculino
1230173,03/01/2013,RN,406,JOAO CAMARA,Outras,Atropelamento de pessoa,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Pedestre,76.0,Masculino
1230189,03/01/2013,RN,101,GOIANINHA,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,44.0,Masculino
1230189,03/01/2013,RN,101,GOIANINHA,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,64.0,Masculino
1230302,01/01/2013,RN,101,NATAL,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,38.0,Masculino
1230302,01/01/2013,RN,101,NATAL,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Pedestre,62.0,Masculino
1230321,03/01/2013,RN,110,MOSSORO,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,69.0,Masculino
1230321,03/01/2013,RN,110,MOSSORO,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,20.0,Masculino
1230326,01/01/2013,RN,101,NATAL,Dormindo,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,42.0,Masculino
1230326,01/01/2013,RN,101,NATAL,Dormindo,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,27.0,Masculino
1230383,03/01/2013,RN,226,FLORANIA,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Masculino
1230417,03/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,32.0,Masculino
1230417,03/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,19.0,Feminino
1230446,02/01/2013,RN,101,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,19.0,Masculino
1230446,02/01/2013,RN,101,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,37.0,Masculino
1230458,03/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,46.0,Masculino
1230458,03/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,52.0,Feminino
1230495,03/01/2013,RN,226,JUCURUTU,Defeito mecânico em veículo,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,22.0,Masculino
1230524,01/01/2013,RN,101,NATAL,Outras,Capotamento,Com Vítimas Feridas,Amanhecer,Ceu Claro,Múltipla,Urbano,Condutor,38.0,Masculino
1230638,04/01/2013,RN,226,NATAL,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,33.0,Masculino
1230638,04/01/2013,RN,226,NATAL,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,66.0,Masculino
1230638,04/01/2013,RN,226,NATAL,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Passageiro,21.0,Feminino
1230719,04/01/2013,RN,226,TANGARA,Falta de atenção,Capotamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,57.0,Feminino
1230720,04/01/2013,RN,101,SAO JOSE DE MIPIBU,Falta de atenção,Tombamento,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,28.0,Masculino
1230766,02/01/2013,RN,405,APODI,Velocidade incompatível,Colisão frontal,Com Vítimas Fatais ,Amanhecer,Ceu Claro,Simples ,Rural ,Passageiro,-1.0,Masculino
1230766,02/01/2013,RN,405,APODI,Velocidade incompatível,Colisão frontal,Com Vítimas Fatais ,Amanhecer,Ceu Claro,Simples ,Rural ,Condutor,18.0,Masculino
1230766,02/01/2013,RN,405,APODI,Velocidade incompatível,Colisão frontal,Com Vítimas Fatais ,Amanhecer,Ceu Claro,Simples ,Rural ,Passageiro,-1.0,Masculino
1230766,02/01/2013,RN,405,APODI,Velocidade incompatível,Colisão frontal,Com Vítimas Fatais ,Amanhecer,Ceu Claro,Simples ,Rural ,Condutor,-1.0,Inválido
1230817,04/01/2013,RN,226,BOM JESUS,Ultrapassagem indevida,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Pedestre,68.0,Masculino
1230817,04/01/2013,RN,226,BOM JESUS,Ultrapassagem indevida,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Inválido
1230817,04/01/2013,RN,226,BOM JESUS,Ultrapassagem indevida,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Inválido
1230846,04/01/2013,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,51.0,Masculino
1230846,04/01/2013,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,46.0,Masculino
1230851,04/01/2013,RN,304,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,55.0,Masculino
1230851,04/01/2013,RN,304,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,21.0,Masculino
1230998,04/01/2013,RN,405,GOVERNADOR DIX-SEPT ROSADO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,32.0,Masculino
1230998,04/01/2013,RN,405,GOVERNADOR DIX-SEPT ROSADO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,-1.0,Inválido
1231069,03/01/2013,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,37.0,Masculino
1231069,03/01/2013,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,-1.0,Inválido
1231111,03/01/2013,RN,101,NATAL,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,25.0,Masculino
1231111,03/01/2013,RN,101,NATAL,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,55.0,Masculino
1231115,01/01/2013,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,37.0,Masculino
1231115,01/01/2013,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,19.0,Masculino
1231154,03/01/2013,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,59.0,Masculino
1231154,03/01/2013,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,25.0,Masculino
1231154,03/01/2013,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,38.0,Masculino
1231162,03/01/2013,RN,304,MOSSORO,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Inválido
1231162,03/01/2013,RN,304,MOSSORO,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Pedestre,-1.0,Feminino
1231273,05/01/2013,RN,110,AREIA BRANCA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,57.0,Masculino
1231273,05/01/2013,RN,110,AREIA BRANCA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,33.0,Masculino
1231287,05/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,25.0,Feminino
1231287,05/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Múltipla,Urbano,Condutor,-1.0,Masculino
1231355,05/01/2013,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,35.0,Masculino
1231359,05/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,26.0,Masculino
1231359,05/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,24.0,Masculino
1231385,05/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,35.0,Masculino
1231385,05/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,40.0,Feminino
1231389,05/01/2013,RN,226,MACAIBA,Outras,Colisão com objeto fixo,Sem Vítimas        ,Anoitecer,Vento,Simples ,Urbano,Condutor,22.0,Masculino
1231465,05/01/2013,RN,226,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,29.0,Feminino
1231465,05/01/2013,RN,226,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,64.0,Masculino
1231504,06/01/2013,RN,304,ITAJA,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,-1.0,Masculino
1231504,06/01/2013,RN,304,ITAJA,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,-1.0,Inválido
1231543,02/01/2013,RN,101,GOIANINHA,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,21.0,Masculino
1231543,02/01/2013,RN,101,GOIANINHA,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,62.0,Masculino
1231676,02/01/2013,RN,304,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Rural ,Condutor,33.0,Masculino
1231676,02/01/2013,RN,304,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Rural ,Condutor,23.0,Masculino
1231681,06/01/2013,RN,304,MACAIBA,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Condutor,25.0,Feminino
1231695,06/01/2013,RN,101,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,41.0,Masculino
1231695,06/01/2013,RN,101,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,28.0,Masculino
1231724,06/01/2013,RN,226,NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,28.0,Masculino
1231724,06/01/2013,RN,226,NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,46.0,Masculino
1231881,03/01/2013,RN,226,NATAL,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Masculino
1231881,03/01/2013,RN,226,NATAL,Outras,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,26.0,Masculino
1231895,03/01/2013,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,36.0,Masculino
1231895,03/01/2013,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Masculino
1231896,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,31.0,Feminino
1231896,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,45.0,Masculino
1231902,02/01/2013,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,35.0,Masculino
1231902,02/01/2013,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,37.0,Masculino
1231902,02/01/2013,RN,101,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Inválido
1232090,07/01/2013,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,-1.0,Masculino
1232090,07/01/2013,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,-1.0,Masculino
1232090,07/01/2013,RN,304,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,-1.0,Inválido
1232108,07/01/2013,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,56.0,Masculino
1232108,07/01/2013,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,31.0,Masculino
1232108,07/01/2013,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,54.0,Masculino
1232165,07/01/2013,RN,110,MOSSORO,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,35.0,Masculino
1232165,07/01/2013,RN,110,MOSSORO,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,22.0,Masculino
1232172,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Passageiro,32.0,Feminino
1232172,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,39.0,Masculino
1232172,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,27.0,Masculino
1232204,05/01/2013,RN,101,EXTREMOZ,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,25.0,Masculino
1232204,05/01/2013,RN,101,EXTREMOZ,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,27.0,Feminino
1232240,03/01/2013,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,32.0,Feminino
1232240,03/01/2013,RN,101,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,33.0,Masculino
1232251,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,32.0,Feminino
1232251,07/01/2013,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,54.0,Masculino
1232268,07/01/2013,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,41.0,Masculino
1232268,07/01/2013,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,32.0,Feminino
1232403,02/01/2013,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,67.0,Masculino
1232403,02/01/2013,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,24.0,Feminino
1232403,02/01/2013,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Urbano,Condutor,23.0,Feminino
1232519,08/01/2013,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Feminino
1232519,08/01/2013,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Feminino
1232519,08/01/2013,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Masculino
1232519,08/01/2013,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Masculino
1232529,08/01/2013,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,26.0,Masculino
1232529,08/01/2013,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,42.0,Masculino
1232601,08/01/2013,RN,304,MOSSORO,Outras,Colisão frontal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,40.0,Masculino
1232601,08/01/2013,RN,304,MOSSORO,Outras,Colisão frontal,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,58.0,Masculino
1232799,09/01/2013,RN,406,TAIPU,Outras,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Chuva,Simples ,Urbano,Condutor,28.0,Masculino
1232969,09/01/2013,RN,406,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,34.0,Masculino
1232969,09/01/2013,RN,406,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,39.0,Feminino
1232971,09/01/2013,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,43.0,Masculino
1232971,09/01/2013,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,46.0,Masculino
1232971,09/01/2013,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,63.0,Masculino
