id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos
83425952,01/01/16,Sexta,06:25:00,RN,226,6,NATAL,Outras,Saída de Pista,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Simples,Curva,Urbano,1,1,0,0,0,0,0,1
83425965,01/01/16,Sexta,08:35:00,RN,101,"101,8",PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,3,0,0,0,2,1,0,2
83425995,01/01/16,Sexta,10:30:00,RN,101,11,TOUROS,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,1,0,0,1,0,0,1,1
83426125,01/01/16,Sexta,23:30:00,RN,101,107,PARNAMIRIM,Ultrapassagem indevida,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83426127,01/01/16,Sexta,17:40:00,RN,226,"105,1",SANTA CRUZ,Outras,Colisão Transversal,Com Vítimas Fatais,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Rural,7,3,0,4,0,0,4,2
83426131,01/01/16,Sexta,18:40:00,RN,226,"247,8",JUCURUTU,Ultrapassagem indevida,Colisão frontal,Com Vítimas Fatais,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,4,1,0,1,1,1,1,3
83426350,02/01/16,Sábado,18:20:00,RN,304,"55,2",MOSSORO,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83426385,02/01/16,Sábado,16:00:00,RN,101,137,SAO JOSE DE MIPIBU,Defeito na via,Capotamento,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,0,1,0,0,1
83426418,02/01/16,Sábado,19:20:00,RN,304,"37,8",MOSSORO,Ingestão de álcool,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,1,0,0,1,0,0,1,1
83426460,03/01/16,Domingo,01:30:00,RN,101,"101,8",PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Múltipla,Reta,Urbano,3,0,1,0,1,1,1,2
83426640,01/01/16,Sexta,21:15:00,RN,110,"2,5",AREIA BRANCA,Outras,Colisão traseira,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Curva,Urbano,3,1,1,0,0,1,1,2
83426707,03/01/16,Domingo,16:00:00,RN,101,"66,5",EXTREMOZ,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Cruzamento,Rural,2,0,0,0,2,0,0,2
83426720,03/01/16,Domingo,16:15:00,RN,101,66,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,3,0,0,0,3,0,0,3
83426722,03/01/16,Domingo,16:05:00,RN,304,25,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,12,0,0,0,12,0,0,3
83426920,04/01/16,Segunda,09:10:00,RN,405,"73,1",APODI,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Urbano,2,0,1,0,1,0,1,2
83427003,04/01/16,Segunda,13:45:00,RN,110,"88,5",UPANEMA,Outras,Capotamento,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Reta,Rural,1,1,0,0,0,0,0,1
83427085,04/01/16,Segunda,15:40:00,RN,304,"87,6",ASSU,Falta de atenção,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83427180,01/01/16,Sexta,19:10:00,RN,101,"58,5",CEARA-MIRIM,Falta de atenção,Colisão lateral,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83427214,05/01/16,Terça,06:10:00,RN,101,"107,3",PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Urbano,2,0,1,0,1,0,1,2
83427235,01/01/16,Sexta,01:30:00,RN,304,286,MACAIBA,Desobediência à sinalização,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,3,0,0,3,0,0,3,2
83427259,05/01/16,Terça,09:20:00,RN,101,"109,3",PARNAMIRIM,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83427569,06/01/16,Quarta,12:00:00,RN,101,176,CANGUARETAMA,Defeito mecânico em veículo,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,0,1,0,0,1
83427575,06/01/16,Quarta,15:20:00,RN,101,135,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,3,0,2,0,1,0,2,2
83427583,06/01/16,Quarta,19:20:00,RN,405,2,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,1,1,0,2
83427617,07/01/16,Quinta,00:20:00,RN,406,"168,4",SAO GONCALO DO AMARANTE,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Curva,Urbano,2,0,0,1,0,1,1,2
83427784,07/01/16,Quinta,08:15:00,RN,101,"168,6",CANGUARETAMA,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Rural,2,0,1,0,1,0,1,2
83427798,07/01/16,Quinta,05:00:00,RN,101,"94,6",NATAL,Ingestão de álcool,Colisão com objeto fixo,Sem Vítimas,Amanhecer,Crescente,Ceu Claro,Múltipla,Reta,Urbano,1,0,0,0,1,0,0,1
83427848,07/01/16,Quinta,16:40:00,RN,427,22,ACARI,Defeito mecânico em veículo,Saída de Pista,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Simples,Curva,Rural,1,0,1,0,0,0,1,1
83428025,08/01/16,Sexta,12:10:00,RN,304,45,MOSSORO,Outras,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Urbano,1,0,0,0,1,0,0,1
83428039,08/01/16,Sexta,12:45:00,RN,304,45,MOSSORO,Defeito mecânico em veículo,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Urbano,1,0,1,0,0,0,1,1
83428044,04/01/16,Segunda,19:15:00,RN,405,"13,8",MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83428124,08/01/16,Sexta,15:50:00,RN,304,"42,2",MOSSORO,Velocidade incompatível,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Urbano,1,0,0,0,1,0,0,1
83428161,08/01/16,Sexta,19:16:00,RN,406,"169,5",SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83428189,08/01/16,Sexta,22:00:00,RN,304,301,MACAIBA,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Múltipla,Reta,Rural,3,0,0,2,1,0,2,2
83428385,09/01/16,Sábado,15:20:00,RN,101,"95,3",NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Múltipla,Reta,Urbano,2,0,1,0,1,0,1,2
83428396,09/01/16,Sábado,17:30:00,RN,304,"35,4",MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Curva,Urbano,2,0,0,0,2,0,0,2
83428406,09/01/16,Sábado,17:00:00,RN,304,"288,2",MACAIBA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Rural,4,0,1,0,3,0,1,3
83428520,09/01/16,Sábado,21:40:00,RN,101,45,MAXARANGUAPE,Falta de atenção,Colisão lateral,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83428522,09/01/16,Sábado,18:30:00,RN,304,"137,1",IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Simples,Reta,Rural,7,0,5,1,0,1,6,2
83428537,09/01/16,Sábado,18:50:00,RN,110,"49,5",MOSSORO,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83428547,09/01/16,Sábado,19:50:00,RN,101,"94,6",NATAL,Não guardar distância de segurança,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83428587,08/01/16,Sexta,21:45:00,RN,405,148,PAU DOS FERROS,Defeito na via,Tombamento,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Simples,Curva,Rural,1,0,1,0,0,0,1,1
83428653,10/01/16,Domingo,10:50:00,RN,304,"47,8",MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Urbano,3,0,1,0,2,0,1,2
83428794,10/01/16,Domingo,17:00:00,RN,304,"228,8",RIACHUELO,Defeito mecânico em veículo,Colisão com objeto móvel,Sem Vítimas,Anoitecer,Crescente,Nublado,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83428957,07/01/16,Quinta,16:30:00,RN,405,4,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,4,0,1,1,1,1,2,2
83429035,11/01/16,Segunda,07:30:00,RN,101,"157,4",GOIANINHA,Outras,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,1,0,1,0,0,0,1,1
83429044,11/01/16,Segunda,13:00:00,RN,226,4,NATAL,Ultrapassagem indevida,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83429067,11/01/16,Segunda,14:10:00,RN,405,"0,2",MOSSORO,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Urbano,2,0,0,1,0,1,1,2
83429109,11/01/16,Segunda,08:40:00,RN,226,"155,7",CURRAIS NOVOS,Defeito mecânico em veículo,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,3,0,1,0,2,0,1,1
83429126,11/01/16,Segunda,18:30:00,RN,406,170,SAO GONCALO DO AMARANTE,Defeito na via,Tombamento,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Dupla,Reta,Urbano,2,0,0,2,0,0,2,1
83429238,12/01/16,Terça,07:00:00,RN,304,"47,9",MOSSORO,Outras,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Urbano,2,0,0,1,0,1,1,2
83429249,12/01/16,Terça,07:30:00,RN,427,"99,7",CAICO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83429534,13/01/16,Quarta,07:20:00,RN,101,83,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83429538,06/01/16,Quarta,04:50:00,RN,406,"130,5",TAIPU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,3,0,2,0,1,0,2,2
83429540,13/01/16,Quarta,06:58:00,RN,101,"161,9",CANGUARETAMA,Outras,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Rural,1,0,0,0,1,0,0,1
83429562,13/01/16,Quarta,07:35:00,RN,101,"100,6",PARNAMIRIM,Outras,Saída de Pista,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Curva,Urbano,1,0,0,0,1,0,0,1
83429576,11/01/16,Segunda,09:00:00,RN,304,38,MOSSORO,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83429692,13/01/16,Quarta,16:00:00,RN,101,32,RIO DO FOGO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Curva,Rural,2,0,0,0,2,0,0,2
83429719,13/01/16,Quarta,09:29:00,RN,101,106,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Cruzamento,Urbano,2,0,1,0,1,0,1,2
83429728,01/01/16,Sexta,08:35:00,RN,101,"101,8",PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,3,0,0,0,2,1,0,2
83429763,13/01/16,Quarta,00:05:00,RN,304,"38,8",MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,3,0,0,0,3,2
83429923,12/01/16,Terça,22:20:00,RN,304,"55,5",MOSSORO,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Simples,Reta,Rural,2,0,1,1,0,0,2,1
83430007,14/01/16,Quinta,09:30:00,RN,304,281,MACAIBA,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83430189,15/01/16,Sexta,11:35:00,RN,304,"33,7",MOSSORO,Defeito mecânico em veículo,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Urbano,2,0,2,0,0,0,2,1
83430264,15/01/16,Sexta,16:00:00,RN,101,"101,9",PARNAMIRIM,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83430354,15/01/16,Sexta,18:20:00,RN,226,"176,1",CURRAIS NOVOS,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,3,0,2,0,1,0,2,2
83430431,16/01/16,Sábado,00:45:00,RN,226,"143,8",CURRAIS NOVOS,Dormindo,Tombamento,Sem Vítimas,Plena noite,Decrescente,Nublado,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83430461,13/01/16,Quarta,02:50:00,RN,304,"9,9",MOSSORO,Ingestão de álcool,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Decrescente,Ignorada,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83430614,16/01/16,Sábado,18:00:00,RN,101,118,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Rural,2,0,2,0,0,0,2,2
83430640,16/01/16,Sábado,19:05:00,RN,304,"305,9",PARNAMIRIM,Defeito na via,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,1,0,0,0,1,1
83430661,16/01/16,Sábado,15:13:00,RN,406,"86,8",JOAO CAMARA,Outras,Tombamento,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83430712,17/01/16,Domingo,00:30:00,RN,304,"303,5",MACAIBA,Dormindo,Colisão lateral,Sem Vítimas,Plena noite,Decrescente,Nublado,Dupla,Reta,Rural,4,0,0,0,4,0,0,2
83430729,17/01/16,Domingo,04:20:00,RN,101,"94,4",NATAL,Velocidade incompatível,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Múltipla,Reta,Urbano,2,0,1,0,0,1,1,2
83430775,15/01/16,Sexta,23:30:00,RN,304,"98,7",ASSU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83430788,17/01/16,Domingo,08:30:00,RN,101,77,NATAL,Outras,Saída de Pista,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2,0,1,0,1,0,1,1
83430847,17/01/16,Domingo,07:21:00,RN,101,"150,5",GOIANINHA,Desobediência à sinalização,Saída de Pista,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Urbano,1,0,1,0,0,0,1,1
83430941,17/01/16,Domingo,18:00:00,RN,101,79,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,7,0,5,0,2,0,5,2
83431021,17/01/16,Domingo,18:50:00,RN,304,"289,1",MACAIBA,Não guardar distância de segurança,Colisão lateral,Com Vítimas Fatais,Anoitecer,Decrescente,Nublado,Simples,Reta,Rural,2,1,0,0,0,1,0,2
83431044,17/01/16,Domingo,18:15:00,RN,226,"83,7",TANGARA,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,3,0,1,0,2,0,1,2
83431059,11/01/16,Segunda,01:30:00,RN,304,"174,6",ANGICOS,Outras,Saída de Pista,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2,1,1,0,0,0,1,1
83431265,18/01/16,Segunda,12:10:00,RN,101,"146,4",GOIANINHA,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Urbano,3,0,2,0,1,0,2,2
83431291,18/01/16,Segunda,16:20:00,RN,101,100,PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Urbano,2,0,1,0,1,0,1,2
83431345,18/01/16,Segunda,15:00:00,RN,304,"42,2",MOSSORO,Outras,Saída de Pista,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Urbano,4,0,0,0,4,0,0,1
83431432,15/01/16,Sexta,22:15:00,RN,406,95,JANDAIRA,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83431497,17/01/16,Domingo,19:30:00,RN,405,162,RAFAEL FERNANDES,Falta de atenção,Colisão com objeto móvel,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Simples,Curva,Rural,1,0,0,1,0,0,1,1
83431586,19/01/16,Terça,09:30:00,RN,101,96,NATAL,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83431705,19/01/16,Terça,20:30:00,RN,304,81,ASSU,Animais na Pista,Saída de Pista,Sem Vítimas,Plena noite,Crescente,Nublado,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83431784,18/01/16,Segunda,22:00:00,RN,405,"182,2",JOSE DA PENHA,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Simples,Reta,Rural,2,0,1,1,0,0,2,1
83431797,17/01/16,Domingo,01:15:00,RN,110,"29,4",MOSSORO,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,0,1,0,0,1,1
83431928,20/01/16,Quarta,17:20:00,RN,101,"96,4",NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83431997,20/01/16,Quarta,13:00:00,RN,304,"55,1",MOSSORO,Dormindo,Saída de Pista,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83432110,21/01/16,Quinta,08:50:00,RN,110,55,MOSSORO,Desobediência à sinalização,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Rural,3,0,0,1,2,0,1,2
83432129,21/01/16,Quinta,10:30:00,RN,226,"89,2",TANGARA,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Rural,2,0,2,0,0,0,2,1
83432208,21/01/16,Quinta,18:20:00,RN,304,"27,6",MOSSORO,Outras,Atropelamento de animal,Sem Vítimas,Plena noite,Crescente,Chuva,Simples,Reta,Urbano,1,0,0,0,1,0,0,1
83432215,21/01/16,Quinta,16:31:00,RN,101,"107,7",PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Cruzamento,Urbano,3,0,3,0,0,0,3,2
83432312,21/01/16,Quinta,20:25:00,RN,405,5,MOSSORO,Outras,Colisão traseira,Com Vítimas Fatais,Plena noite,Decrescente,Chuva,Simples,Reta,Urbano,2,1,0,1,0,0,1,2
83432584,22/01/16,Sexta,21:40:00,RN,405,"4,1",MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,0,1,1,2
83432586,22/01/16,Sexta,18:50:00,RN,101,146,GOIANINHA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Nublado,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83432669,23/01/16,Sábado,07:30:00,RN,226,"112,7",SANTA CRUZ,Outras,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Urbano,1,0,1,0,0,0,1,1
83432691,19/01/16,Terça,11:00:00,RN,101,95,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,3,0,0,0,3,0,0,3
83432798,23/01/16,Sábado,08:00:00,RN,101,100,PARNAMIRIM,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Urbano,1,0,1,0,0,0,1,1
83432835,23/01/16,Sábado,19:30:00,RN,304,"34,3",MOSSORO,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,2,0,1,0,2,2
83432848,23/01/16,Sábado,21:00:00,RN,427,"100,9",CAICO,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Decrescente,Chuva,Simples,Reta,Urbano,3,0,0,1,2,0,1,1
83432927,24/01/16,Domingo,05:30:00,RN,304,"290,3",MACAIBA,Defeito mecânico em veículo,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Curva,Rural,2,0,2,0,0,0,2,1
83433018,23/01/16,Sábado,04:00:00,RN,110,"46,9",MOSSORO,Ingestão de álcool,Colisão com objeto fixo,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,1,1,0,0,0,0,0,1
83433066,24/01/16,Domingo,10:50:00,RN,226,5,NATAL,Desobediência à sinalização,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,1,0,1,2
83433092,24/01/16,Domingo,09:30:00,RN,304,37,MOSSORO,Outras,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta,Urbano,1,0,0,0,1,0,0,1
83433121,24/01/16,Domingo,16:55:00,RN,110,88,UPANEMA,Outras,Saída de Pista,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83433167,24/01/16,Domingo,19:40:00,RN,304,"38,5",MOSSORO,Defeito na via,Atropelamento de pessoa,Com Vítimas Fatais,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,1,0,0,0,1,0,1
83433259,25/01/16,Segunda,07:30:00,RN,101,"104,2",PARNAMIRIM,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Urbano,3,0,1,0,1,1,1,3
83433395,25/01/16,Segunda,18:25:00,RN,101,"95,9",NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83433406,25/01/16,Segunda,15:39:00,RN,101,"101,6",PARNAMIRIM,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Urbano,2,0,0,1,1,0,1,2
83433580,26/01/16,Terça,08:45:00,RN,406,102,JOAO CAMARA,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Cruzamento,Urbano,3,0,2,0,1,0,2,2
83433690,26/01/16,Terça,18:20:00,RN,405,"0,6",MOSSORO,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,0,1,1,1,1,2
83433811,27/01/16,Quarta,03:10:00,RN,304,269,SAO PEDRO,Ingestão de álcool,Colisão frontal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83433846,27/01/16,Quarta,10:20:00,RN,101,96,NATAL,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Cruzamento,Urbano,2,0,2,0,0,0,2,1
83434009,19/01/16,Terça,19:30:00,RN,304,62,MOSSORO,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83434065,26/01/16,Terça,06:40:00,RN,304,48,MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Amanhecer,Crescente,Ceu Claro,Simples,Reta,Urbano,6,0,1,0,1,4,1,2
83434126,28/01/16,Quinta,12:55:00,RN,110,"48,5",MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Urbano,2,0,0,1,1,0,1,2
83434216,28/01/16,Quinta,12:40:00,RN,101,"84,9",SAO GONCALO DO AMARANTE,Defeito mecânico em veículo,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,0,0,3,0,0,3
83434237,28/01/16,Quinta,19:45:00,RN,406,166,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão Transversal,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Rural,2,0,0,0,2,0,0,2
