id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos
83449038,19/03/16,Sábado,23:30:00,RN,226,"2,3",NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83449115,20/03/16,Domingo,06:50:00,RN,304,"125,4",ITAJA,Ingestão de álcool,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Curva,Rural,3,0,1,0,2,0,1,2
83449295,20/03/16,Domingo,20:15:00,RN,101,84,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83449343,21/03/16,Segunda,04:50:00,RN,406,145,CEARA-MIRIM,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Amanhecer,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83449366,17/03/16,Quinta,16:20:00,RN,304,"175,7",ANGICOS,Defeito mecânico em veículo,Saída de Pista,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83449543,21/03/16,Segunda,18:10:00,RN,101,"79,5",SAO GONCALO DO AMARANTE,Falta de atenção,Colisão com bicicleta,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,1,1,0,1,2
83449561,21/03/16,Segunda,19:30:00,RN,101,99,NATAL,Ingestão de álcool,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83449567,21/03/16,Segunda,16:40:00,RN,110,"47,1",MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2,0,0,0,1,1,0,2
83449705,12/03/16,Sábado,20:10:00,RN,110,48,MOSSORO,Desobediência à sinalização,Colisão frontal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,3,0,1,0,1,1,1,2
83449746,09/01/16,Sábado,08:55:00,RN,226,"337,9",PATU,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Cruzamento,Rural,2,0,0,0,1,1,0,2
83449802,22/03/16,Terça,06:15:00,RN,101,"94,2",NATAL,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Urbano,3,0,1,1,1,0,2,2
83449817,17/03/16,Quinta,17:00:00,RN,101,102,PARNAMIRIM,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,3,0,2,0,1,0,2,2
83449895,22/03/16,Terça,19:10:00,RN,304,280,MACAIBA,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Cruzamento,Rural,1,0,0,0,1,0,0,1
83449999,31/01/16,Domingo,06:10:00,RN,304,"158,2",FERNANDO PEDROZA,Ingestão de álcool,Colisão frontal,Sem Vítimas,Amanhecer,Decrescente,Ceu Claro,Simples,Reta,Urbano,5,0,0,0,1,4,0,2
83450033,19/03/16,Sábado,19:00:00,RN,405,"142,3",SAO FRANCISCO DO OESTE,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,1,1,0,0,2,1
83450142,23/03/16,Quarta,14:00:00,RN,101,"107,2",PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,1,1,0,2
83450303,15/01/16,Sexta,11:30:00,RN,304,83,ASSU,Defeito mecânico em veículo,Saída de Pista,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,1,0,0,0,1,0,0,1
83450326,20/03/16,Domingo,19:55:00,RN,304,35,MOSSORO,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Múltipla,Reta,Urbano,2,0,0,1,0,1,1,1
83450434,24/03/16,Quinta,17:00:00,RN,101,126,SAO JOSE DE MIPIBU,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,1,0,1,1,1
83450468,21/03/16,Segunda,01:50:00,RN,101,"123,6",SAO JOSE DE MIPIBU,Outras,Colisão frontal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,2,0,0,2,0,0,2,2
83450584,24/03/16,Quinta,13:00:00,RN,304,"295,2",MACAIBA,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,3,0,0,3,0,0,3,2
83450618,21/03/16,Segunda,19:30:00,RN,101,"97,2",NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,2,0,1,0,1,0,1,2
83450916,25/03/16,Sexta,18:40:00,RN,405,"141,8",SAO FRANCISCO DO OESTE,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,3,0,0,1,1,1,1,1
83451048,22/03/16,Terça,18:15:00,RN,101,85,NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83451082,26/03/16,Sábado,13:50:00,RN,101,"83,5",NATAL,Ingestão de álcool,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83451165,26/03/16,Sábado,19:15:00,RN,101,122,SAO JOSE DE MIPIBU,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Cruzamento,Urbano,4,0,0,2,2,0,2,2
83451267,27/03/16,Domingo,10:00:00,RN,101,"95,4",NATAL,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83451313,27/03/16,Domingo,14:15:00,RN,101,"94,3",NATAL,Dormindo,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Curva,Urbano,3,0,3,0,0,0,3,1
83451359,27/03/16,Domingo,13:40:00,RN,304,122,ITAJA,Ultrapassagem indevida,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,5,0,2,0,2,1,2,4
83451384,27/03/16,Domingo,16:00:00,RN,304,288,MACAIBA,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,7,0,1,0,6,0,1,2
83451386,27/03/16,Domingo,19:00:00,RN,101,"125,1",SAO JOSE DE MIPIBU,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Curva,Urbano,2,0,0,1,1,0,1,1
83451427,27/03/16,Domingo,18:35:00,RN,101,119,SAO JOSE DE MIPIBU,Outras,Colisão lateral,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Rural,2,0,0,0,2,0,0,2
83451455,27/03/16,Domingo,15:00:00,RN,304,294,MACAIBA,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,10,0,3,0,7,0,3,3
83451482,27/03/16,Domingo,10:50:00,RN,110,"39,3",MOSSORO,Animais na Pista,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Curva,Rural,1,0,1,0,0,0,1,1
83451750,28/03/16,Segunda,13:00:00,RN,101,116,SAO JOSE DE MIPIBU,Defeito na via,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,1,0,0,1,1
83451869,05/03/16,Sábado,16:00:00,RN,101,40,MAXARANGUAPE,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83451874,29/03/16,Terça,09:50:00,RN,427,"102,2",CAICO,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Curva,Urbano,1,0,0,1,0,0,1,1
83451893,25/03/16,Sexta,11:40:00,RN,304,"30,6",MOSSORO,Outras,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,3,0,3,0,0,0,3,2
83451942,18/03/16,Sexta,18:00:00,RN,304,38,MOSSORO,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,1,0,1,2
83451993,29/03/16,Terça,16:40:00,RN,101,84,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83452001,29/03/16,Terça,09:40:00,RN,110,"49,1",MOSSORO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,2,0,0,0,2,1
83452220,28/03/16,Segunda,04:50:00,RN,226,"48,9",BOM JESUS,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Amanhecer,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,2,0,0,0,2,2
83452277,30/03/16,Quarta,19:20:00,RN,226,"12,9",MACAIBA,Ingestão de álcool,Colisão frontal,Sem Vítimas,Plena noite,Decrescente,Nublado,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83452285,30/03/16,Quarta,16:15:00,RN,304,"263,4",SAO PEDRO,Animais na Pista,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Rural,2,0,0,1,1,0,1,2
83452292,30/03/16,Quarta,19:20:00,RN,101,137,SAO JOSE DE MIPIBU,Defeito na via,Tombamento,Sem Vítimas,Plena noite,Crescente,Nublado,Dupla,Reta,Rural,1,0,0,0,1,0,0,1
83452575,31/03/16,Quinta,20:20:00,RN,226,"172,2",CURRAIS NOVOS,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Curva,Rural,1,0,1,0,0,0,1,1
83452621,07/03/16,Segunda,08:10:00,RN,101,"95,9",NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,3,0,1,0,2,0,1,2
83452675,01/04/16,Sexta,11:30:00,RN,101,"106,5",PARNAMIRIM,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83452754,01/04/16,Sexta,15:45:00,RN,427,"98,9",CAICO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Curva,Urbano,2,0,2,0,0,0,2,1
83452774,01/04/16,Sexta,15:00:00,RN,101,"94,6",NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83452793,01/04/16,Sexta,17:05:00,RN,226,"109,8",SANTA CRUZ,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83452803,29/03/16,Terça,18:10:00,RN,101,"97,9",NATAL,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Múltipla,Reta,Urbano,2,0,1,0,1,0,1,2
83452823,01/04/16,Sexta,16:45:00,RN,101,80,SAO GONCALO DO AMARANTE,Outras,Colisão Transversal,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Urbano,2,0,0,0,2,0,0,2
83452828,01/04/16,Sexta,21:50:00,RN,406,"151,3",CEARA-MIRIM,Outras,Colisão lateral,Sem Vítimas,Plena noite,Crescente,Nublado,Simples,Reta,Urbano,2,0,0,0,1,1,0,2
83452858,02/04/16,Sábado,00:45:00,RN,226,"1,2",NATAL,Outras,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,1,0,0,1,0,0,1,1
83452897,30/03/16,Quarta,02:00:00,RN,101,"151,7",GOIANINHA,Dormindo,Tombamento,Ignorado,Plena noite,Decrescente,Nublado,Dupla,Reta,Rural,1,0,0,0,0,1,0,1
83452944,02/04/16,Sábado,07:35:00,RN,101,119,SAO JOSE DE MIPIBU,Ingestão de álcool,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Rural,2,0,2,0,0,0,2,1
83453338,31/03/16,Quinta,19:50:00,RN,304,35,MOSSORO,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Curva,Urbano,2,0,0,2,0,0,2,1
83453341,03/04/16,Domingo,15:40:00,RN,101,109,PARNAMIRIM,Ingestão de álcool,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83453400,03/04/16,Domingo,18:45:00,RN,101,"104,4",PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83453453,04/04/16,Segunda,07:15:00,RN,110,"45,9",MOSSORO,Ultrapassagem indevida,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83453499,04/04/16,Segunda,06:00:00,RN,101,"9,9",TOUROS,Dormindo,Colisão lateral,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Simples,Reta,Rural,3,0,1,1,1,0,2,2
83453594,04/04/16,Segunda,16:30:00,RN,405,"2,8",MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,2,0,1,0,2,2
83453658,04/04/16,Segunda,16:00:00,RN,427,"16,1",ACARI,Outras,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Curva,Rural,1,0,0,0,1,0,0,1
83453691,04/04/16,Segunda,19:00:00,RN,304,"61,9",MOSSORO,Ingestão de álcool,Colisão lateral,Sem Vítimas,Plena noite,Decrescente,Nublado,Simples,Reta,Rural,2,0,0,0,1,1,0,2
83453693,04/04/16,Segunda,21:10:00,RN,427,"98,1",CAICO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Simples,Reta,Urbano,3,0,3,0,0,0,3,2
83453736,05/04/16,Terça,07:05:00,RN,304,"31,7",MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83453834,28/03/16,Segunda,18:10:00,RN,101,103,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Ceu Claro,Dupla,Reta,Urbano,4,0,0,0,4,0,0,4
83454026,03/04/16,Domingo,02:10:00,RN,304,"36,8",MOSSORO,Outras,Atropelamento de pessoa,Com Vítimas Fatais,Plena noite,Decrescente,Nublado,Dupla,Reta,Urbano,2,1,0,1,0,0,1,1
83454071,06/04/16,Quarta,11:00:00,RN,226,"110,3",SANTA CRUZ,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,3,0,2,0,0,1,2,2
83454086,06/04/16,Quarta,05:30:00,RN,226,"291,9",CAMPO GRANDE,Defeito na via,Tombamento,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83454124,06/04/16,Quarta,14:50:00,RN,304,"46,5",MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83454337,07/04/16,Quinta,12:40:00,RN,110,49,MOSSORO,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,4,0,3,0,1,0,3,2
83454380,06/04/16,Quarta,14:30:00,RN,405,"101,2",SEVERIANO MELO,Dormindo,Saída de Pista,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83454409,07/04/16,Quinta,13:15:00,RN,101,"97,8",NATAL,Velocidade incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Cruzamento,Urbano,2,0,2,0,0,0,2,1
83454415,07/04/16,Quinta,18:10:00,RN,406,"161,5",CEARA-MIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83454503,08/04/16,Sexta,04:55:00,RN,110,48,MOSSORO,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Amanhecer,Decrescente,Ceu Claro,Simples,Reta,Urbano,7,0,3,1,3,0,4,2
83454576,08/04/16,Sexta,04:00:00,RN,406,"150,5",CEARA-MIRIM,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,0,1,1,1
83454642,07/04/16,Quinta,12:50:00,RN,110,47,MOSSORO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83454778,08/04/16,Sexta,21:30:00,RN,226,"4,5",NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Curva,Rural,2,0,1,0,1,0,1,2
83455071,05/04/16,Terça,08:30:00,RN,101,104,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,7,0,0,0,7,0,0,7
83455099,09/04/16,Sábado,22:00:00,RN,427,"52,9",JARDIM DO SERIDO,Defeito na via,Queda de motocicleta / bicicleta / veículo,Com Vítimas Fatais,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,1,0,0,0,1,0,2
83455191,10/04/16,Domingo,10:00:00,RN,101,"133,9",ARES,Outras,Capotamento,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Rural,1,0,0,0,1,0,0,1
83455332,10/04/16,Domingo,09:20:00,RN,304,"295,9",MACAIBA,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Cruzamento,Urbano,2,0,1,0,1,0,1,2
83455407,30/03/16,Quarta,17:50:00,RN,101,84,NATAL,Ingestão de álcool,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83455443,11/04/16,Segunda,07:20:00,RN,101,131,SAO JOSE DE MIPIBU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Cruzamento,Rural,3,0,2,0,1,0,2,2
83455487,08/04/16,Sexta,17:45:00,RN,101,107,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83455515,11/04/16,Segunda,12:45:00,RN,405,3,MOSSORO,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83455698,09/04/16,Sábado,08:30:00,RN,304,35,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Cruzamento,Urbano,2,0,0,1,1,0,1,2
83455765,12/04/16,Terça,07:15:00,RN,101,"84,9",SAO GONCALO DO AMARANTE,Outras,Colisão Transversal,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83455773,31/03/16,Quinta,07:35:00,RN,304,37,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,2,0,0,1,1,0,1,2
83455893,12/04/16,Terça,20:09:00,RN,304,"297,7",MACAIBA,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,5,0,1,1,3,0,2,2
83455918,04/04/16,Segunda,12:45:00,RN,226,358,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,1,1,0,1,2
83456030,10/04/16,Domingo,05:20:00,RN,110,"19,2",AREIA BRANCA,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Fatais,Amanhecer,Crescente,Sol,Simples,Reta,Rural,2,1,0,0,1,0,0,1
83456150,13/04/16,Quarta,18:10:00,RN,110,"49,7",MOSSORO,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,2,0,0,0,2,1
83456170,10/04/16,Domingo,11:50:00,RN,226,"44,1",BOM JESUS,Outras,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Curva,Rural,7,2,0,5,0,0,5,2
83456231,14/04/16,Quinta,11:15:00,RN,110,48,MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,0,1,1,2
83456243,14/04/16,Quinta,05:10:00,RN,304,"80,8",ASSU,Defeito mecânico em veículo,Capotamento,Com Vítimas Feridas,Amanhecer,Decrescente,Sol,Simples,Reta,Rural,2,0,1,0,1,0,1,1
83456269,14/04/16,Quinta,10:15:00,RN,101,"159,7",CANGUARETAMA,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,4,0,1,3,0,0,4,2
83456285,02/04/16,Sábado,21:30:00,RN,406,"148,2",CEARA-MIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Vento,Simples,Reta,Rural,3,0,0,2,1,0,2,2
83456315,14/04/16,Quinta,12:00:00,RN,304,"1,2",MOSSORO,Defeito mecânico em veículo,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83456326,02/04/16,Sábado,06:40:00,RN,226,"112,1",SANTA CRUZ,Outras,Colisão Transversal,Com Vítimas Feridas,Amanhecer,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,0,1,1,2
83456432,14/04/16,Quinta,23:30:00,RN,427,"131,7",SERRA NEGRA DO NORTE,Defeito mecânico em veículo,Incêndio,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,1,0,0,0,1,0,0,1
83456502,15/04/16,Sexta,08:00:00,RN,101,"83,5",SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2,0,0,1,1,0,1,2
83456522,15/04/16,Sexta,06:20:00,RN,101,"100,1",NATAL,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,3,0,2,0,1,0,2,2
83456631,15/04/16,Sexta,11:50:00,RN,101,"99,9",NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83456650,15/04/16,Sexta,14:00:00,RN,226,"103,3",SANTA CRUZ,Defeito mecânico em veículo,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Rural,4,0,2,0,2,0,2,2
83456704,15/04/16,Sexta,21:55:00,RN,101,107,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Chuva,Dupla,Cruzamento,Urbano,2,0,1,0,1,0,1,2
83456742,10/04/16,Domingo,15:35:00,RN,304,33,MOSSORO,Outras,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Urbano,7,0,4,0,3,0,4,2
83456873,16/04/16,Sábado,07:30:00,RN,427,"104,1",CAICO,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,1,1,0,0,2,1
83456874,16/04/16,Sábado,16:30:00,RN,101,"99,5",NATAL,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,1,0,2,0,1,3
83456890,16/04/16,Sábado,09:30:00,RN,101,163,CANGUARETAMA,Velocidade incompatível,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Rural,1,0,1,0,0,0,1,1
83456920,16/04/16,Sábado,17:30:00,RN,101,81,NATAL,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83456921,16/04/16,Sábado,11:39:00,RN,101,171,CANGUARETAMA,Outras,Saída de Pista,Sem Vítimas,Pleno dia,Crescente,Chuva,Múltipla,Curva,Rural,1,0,0,0,1,0,0,1
83456926,16/04/16,Sábado,13:40:00,RN,226,"128,7",CAMPO REDONDO,Outras,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83456930,16/04/16,Sábado,19:40:00,RN,406,"150,2",CEARA-MIRIM,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Simples,Cruzamento,Urbano,3,0,2,0,1,0,2,2
83456994,17/04/16,Domingo,05:00:00,RN,304,"283,6",MACAIBA,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83457146,17/04/16,Domingo,05:00:00,RN,101,"82,5",NATAL,Defeito mecânico em veículo,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Dupla,Reta,Urbano,1,0,0,1,0,0,1,1
83457194,17/04/16,Domingo,19:00:00,RN,101,100,NATAL,Outras,Capotamento,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Dupla,Reta,Urbano,2,0,0,2,0,0,2,1
83457199,17/04/16,Domingo,18:15:00,RN,101,99,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Nublado,Múltipla,Reta,Urbano,3,0,1,0,2,0,1,2
