id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,ano,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos
83124160,2014-01-02,Quinta,17:30:00,RN,304,47.9,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Ceu Claro,Simples,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83124176,2014-01-02,Quinta,06:50:00,RN,226,14.9,MACAIBA,Outras,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83124186,2014-01-02,Quinta,21:30:00,RN,101,99.9,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Múltipla,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83124191,2014-01-01,Quarta,10:20:00,RN,405,148.8,PAU DOS FERROS,Ingestão de álcool,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2014,5,0,1,0,4,0,1,3
83124216,2014-01-02,Quinta,20:15:00,RN,101,82.8,NATAL,Ingestão de álcool,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Decrescente,Vento,Dupla,Reta,Urbano,2014,2,0,0,1,1,0,1,1
83124376,2014-01-03,Sexta,08:40:00,RN,101,106.1,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83124516,2014-01-03,Sexta,13:30:00,RN,304,296.0,MACAIBA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83124591,2014-01-03,Sexta,08:20:00,RN,101,106.2,PARNAMIRIM,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,2014,2,0,1,0,1,0,1,2
83124629,2014-01-03,Sexta,15:50:00,RN,101,97.0,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,2014,3,0,0,0,3,0,0,3
83124670,2014-01-03,Sexta,17:35:00,RN,304,296.8,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Nublado,Simples,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83124727,2014-01-03,Sexta,17:20:00,RN,304,293.0,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Rural,2014,3,0,0,0,3,0,0,3
83124777,2014-01-02,Quinta,06:30:00,RN,101,169.8,BAIA FORMOSA,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,2014,1,0,1,0,0,0,1,1
83124816,2014-01-03,Sexta,20:33:00,RN,226,0.8,NATAL,Desobediência à sinalização,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83124892,2014-01-04,Sábado,04:30:00,RN,304,32.0,MOSSORO,Animais na Pista,Saída de Pista,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,1,0,0,0,1,0,0,1
83124962,2014-01-04,Sábado,10:30:00,RN,304,40.7,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Urbano,2014,3,0,1,0,2,0,1,2
83125168,2014-01-04,Sábado,14:00:00,RN,101,82.9,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,6,0,0,0,6,0,0,3
83125203,2014-01-04,Sábado,16:10:00,RN,304,213.8,CAICARA DO RIO DO VENTO,Outras,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83125214,2014-01-04,Sábado,12:30:00,RN,101,145.0,GOIANINHA,Outras,Saída de Pista,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Urbano,2014,1,0,0,0,1,0,0,1
83125229,2014-01-04,Sábado,13:00:00,RN,101,85.7,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83125322,2014-01-04,Sábado,09:15:00,RN,304,113.8,ASSU,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,2014,2,0,1,1,0,0,2,2
83125334,2014-01-04,Sábado,21:15:00,RN,110,48.9,MOSSORO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,1,0,1,1,1
83125369,2014-01-05,Domingo,04:30:00,RN,101,77.8,SAO GONCALO DO AMARANTE,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,1,1,0,1,2
83125412,2014-01-01,Quarta,16:05:00,RN,405,162.9,RAFAEL FERNANDES,Outras,Colisão frontal,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Rural,2014,3,0,0,1,2,0,1,2
83125472,2014-01-01,Quarta,17:30:00,RN,101,160.0,CANGUARETAMA,Desobediência à sinalização,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,1,0,1,0,1,2
83125494,2014-01-05,Domingo,07:30:00,RN,101,100.0,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83125547,2014-01-05,Domingo,09:00:00,RN,304,136.9,ANGICOS,Animais na Pista,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83125548,2014-01-01,Quarta,19:00:00,RN,405,195.0,LUIS GOMES,Outras,Colisão com objeto fixo,Com Vítimas Fatais,Plena noite,Crescente,Ceu Claro,Simples,Curva,Rural,2014,1,1,0,0,0,0,0,1
83125583,2014-01-01,Quarta,04:00:00,RN,427,98.0,CAICO,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,0,1,0,1,1,1
83125677,2014-01-05,Domingo,17:23:00,RN,101,107.1,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Anoitecer,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,3,0,0,0,3,0,0,3
83125940,2014-01-03,Sexta,13:30:00,RN,101,99.7,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83126049,2014-01-06,Segunda,10:25:00,RN,304,32.7,MOSSORO,Falta de atenção,Colisão com bicicleta,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,1,0,1,0,1,2
83126063,2014-01-06,Segunda,09:40:00,RN,427,100.5,CAICO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,0,1,1,0,1,1
83126108,2014-01-06,Segunda,12:20:00,RN,101,106.0,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,3,0,0,0,2,1,0,3
83126112,2014-01-06,Segunda,13:10:00,RN,304,295.8,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2014,6,0,0,0,6,0,0,6
83126265,2014-01-06,Segunda,16:30:00,RN,101,58.5,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Anoitecer,Decrescente,Ignorada,Simples,Reta,Rural,2014,3,0,0,0,3,0,0,3
83126270,2014-01-06,Segunda,15:15:00,RN,101,66.0,CEARA-MIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Cruzamento,Rural,2014,2,0,0,0,2,0,0,2
83126301,2014-01-03,Sexta,08:00:00,RN,304,46.5,MOSSORO,Desobediência à sinalização,Colisão Transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,1,0,0,1,0,0,2
83126322,2014-01-06,Segunda,18:00:00,RN,101,103.0,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,2014,3,0,0,0,3,0,0,3
83126338,2014-01-06,Segunda,12:15:00,RN,101,84.5,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83126345,2014-01-06,Segunda,16:40:00,RN,101,80.0,SAO GONCALO DO AMARANTE,Defeito mecânico em veículo,Colisão com objeto móvel,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83126346,2014-01-06,Segunda,12:40:00,RN,226,176.4,CURRAIS NOVOS,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Urbano,2014,2,0,1,0,1,0,1,2
83126464,2014-01-01,Quarta,03:20:00,RN,226,297.0,CAMPO GRANDE,Animais na Pista,Atropelamento de animal,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,1,1,0,0,0,0,0,1
83126465,2014-01-07,Terça,06:20:00,RN,406,110.7,JOAO CAMARA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Rural,2014,3,0,1,0,2,0,1,3
83126491,2014-01-07,Terça,09:00:00,RN,101,125.0,SAO JOSE DE MIPIBU,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta,Rural,2014,2,0,0,0,2,0,0,2
83126560,2014-01-07,Terça,13:15:00,RN,406,168.0,CEARA-MIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,2,0,1,1,0,0,2,2
83126592,2014-01-07,Terça,10:05:00,RN,101,84.9,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83126704,2014-01-07,Terça,11:40:00,RN,101,98.0,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2014,3,0,0,0,2,1,0,3
83126742,2014-01-06,Segunda,10:00:00,RN,304,35.4,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Múltipla,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83126792,2014-01-07,Terça,09:30:00,RN,304,295.4,MACAIBA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Rural,2014,3,0,0,0,3,0,0,3
83126936,2014-01-08,Quarta,08:25:00,RN,101,95.2,NATAL,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83127012,2014-01-01,Quarta,03:30:00,RN,427,68.9,JARDIM DO SERIDO,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,1,0,0,1,0,0,1,1
83127160,2014-01-08,Quarta,14:20:00,RN,405,16.9,MOSSORO,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127184,2014-01-08,Quarta,17:35:00,RN,101,80.6,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,1,0,1,0,1,2
83127191,2014-01-08,Quarta,17:15:00,RN,405,0.5,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2014,3,0,1,0,2,0,1,2
83127247,2014-01-08,Quarta,11:15:00,RN,110,45.5,MOSSORO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,0,1,1,0,1,2
83127275,2014-01-04,Sábado,08:50:00,RN,101,135.8,SAO JOSE DE MIPIBU,Outras,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Rural,2014,1,0,0,0,1,0,0,1
83127280,2014-01-08,Quarta,17:40:00,RN,226,12.9,MACAIBA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,1,0,1,0,1,2
83127298,2014-01-08,Quarta,13:40:00,RN,101,106.0,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127319,2014-01-06,Segunda,05:00:00,RN,101,106.7,PARNAMIRIM,Não guardar distância de segurança,Colisão frontal,Sem Vítimas,Amanhecer,Decrescente,Nublado,Dupla,Reta,Urbano,2014,3,0,0,0,3,0,0,3
83127410,2014-01-09,Quinta,10:43:00,RN,406,167.0,SAO GONCALO DO AMARANTE,Desobediência à sinalização,Queda de motocicleta / bicicleta / veículo,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127438,2014-01-09,Quinta,10:00:00,RN,101,94.5,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127494,2014-01-09,Quinta,14:00:00,RN,101,99.0,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127586,2014-01-09,Quinta,17:15:00,RN,101,114.1,SAO JOSE DE MIPIBU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Rural,2014,2,0,0,0,2,0,0,2
83127589,2014-01-09,Quinta,17:00:00,RN,101,99.9,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83127747,2014-01-09,Quinta,21:15:00,RN,304,89.3,ASSU,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,1
83127760,2014-01-10,Sexta,00:15:00,RN,101,100.8,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127789,2014-01-06,Segunda,15:50:00,RN,101,107.0,PARNAMIRIM,Falta de atenção,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83127863,2014-01-06,Segunda,19:30:00,RN,101,98.0,NATAL,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Múltipla,Curva,Urbano,2014,1,0,1,0,0,0,1,1
83127915,2014-01-10,Sexta,01:00:00,RN,101,157.9,GOIANINHA,Dormindo,Tombamento,Sem Vítimas,Plena noite,Crescente,Chuva,Dupla,Reta,Rural,2014,1,0,0,0,1,0,0,1
83128002,2014-01-09,Quinta,12:00:00,RN,304,264.0,SANTA MARIA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83128093,2014-01-10,Sexta,14:50:00,RN,304,286.0,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,4,0,0,0,4,0,0,4
83128120,2014-01-10,Sexta,20:00:00,RN,101,104.8,PARNAMIRIM,Falta de atenção,Colisão Transversal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,1,1,0,2
83128136,2014-01-10,Sexta,15:20:00,RN,101,69.0,EXTREMOZ,Desobediência à sinalização,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83128155,2014-01-10,Sexta,16:20:00,RN,101,107.0,PARNAMIRIM,Outras,Colisão Transversal,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83128257,2014-01-11,Sábado,01:30:00,RN,226,260.4,TRIUNFO POTIGUAR,Dormindo,Capotamento,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,3,0,0,3,0,0,3,1
83128293,2014-01-07,Terça,08:40:00,RN,101,109.9,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83128297,2014-01-11,Sábado,08:15:00,RN,101,125.0,SAO JOSE DE MIPIBU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83128355,2014-01-11,Sábado,08:33:00,RN,101,96.7,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Curva,Urbano,2014,2,0,0,0,2,0,0,2
83128402,2014-01-08,Quarta,05:45:00,RN,101,106.2,PARNAMIRIM,Outras,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83128444,2014-01-07,Terça,12:25:00,RN,101,107.4,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83128472,2014-01-11,Sábado,06:20:00,RN,101,83.0,SAO GONCALO DO AMARANTE,Ultrapassagem indevida,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,3,0,0,0,3,0,0,3
83128473,2014-01-07,Terça,19:50:00,RN,406,6.5,MACAU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Decrescente,Nublado,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83128604,2014-01-11,Sábado,17:21:00,RN,101,84.5,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83128608,2014-01-11,Sábado,21:35:00,RN,406,169.5,SAO GONCALO DO AMARANTE,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2014,3,0,0,2,1,0,2,2
83128609,2014-01-11,Sábado,16:30:00,RN,101,65.0,EXTREMOZ,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2014,2,0,0,0,2,0,0,2
83128643,2014-01-12,Domingo,00:10:00,RN,304,38.0,MOSSORO,Ingestão de álcool,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2014,2,0,2,0,0,0,2,1
83128655,2014-01-11,Sábado,13:30:00,RN,101,96.3,NATAL,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Urbano,2014,2,0,1,0,1,0,1,2
83128676,2014-01-11,Sábado,19:00:00,RN,101,100.0,PARNAMIRIM,Ingestão de álcool,Colisão lateral,Sem Vítimas,Plena noite,Crescente,Nublado,Múltipla,Curva,Urbano,2014,2,0,0,0,2,0,0,2
83128839,2014-01-12,Domingo,08:50:00,RN,101,151.1,GOIANINHA,Falta de atenção,Saída de Pista,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Rural,2014,4,0,4,0,0,0,4,1
83128845,2014-01-12,Domingo,12:20:00,RN,304,24.0,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Curva,Rural,2014,2,0,0,0,2,0,0,2
83128893,2014-01-12,Domingo,06:40:00,RN,101,107.0,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,2014,2,0,0,0,2,0,0,2
83128977,2014-01-12,Domingo,11:00:00,RN,101,119.7,SAO JOSE DE MIPIBU,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83129069,2014-01-12,Domingo,08:50:00,RN,304,9.0,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Cruzamento,Rural,2014,6,0,0,1,5,0,1,2
83129233,2014-01-13,Segunda,08:40:00,RN,101,95.4,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Múltipla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83129289,2014-01-13,Segunda,06:50:00,RN,304,297.0,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Urbano,2014,3,0,0,0,3,0,0,3
83129352,2014-01-13,Segunda,13:00:00,RN,304,226.0,CAICARA DO RIO DO VENTO,Animais na Pista,Tombamento,Sem Vítimas,Pleno dia,Crescente,Nevoeiro/neblina,Simples,Reta,Rural,2014,1,0,0,0,1,0,0,1
83129361,2014-01-13,Segunda,08:40:00,RN,101,85.7,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Urbano,2014,2,0,0,0,2,0,0,2
83129478,2014-01-13,Segunda,09:40:00,RN,101,116.5,SAO JOSE DE MIPIBU,Outras,Saída de Pista,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Cruzamento,Rural,2014,1,0,0,1,0,0,1,1
83129563,2014-01-13,Segunda,17:40:00,RN,304,39.9,MOSSORO,Defeito mecânico em veículo,Incêndio,Sem Vítimas,Plena noite,Crescente,Nublado,Múltipla,Reta,Urbano,2014,2,0,0,0,2,0,0,1
83129570,2014-01-13,Segunda,17:30:00,RN,226,177.4,CURRAIS NOVOS,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Dupla,Reta,Urbano,2014,2,0,2,0,0,0,2,1
83129611,2014-01-11,Sábado,05:00:00,RN,101,138.4,GOIANINHA,Outras,Capotamento,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Rural,2014,1,0,0,1,0,0,1,1
83129672,2014-01-14,Terça,07:30:00,RN,101,96.5,NATAL,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Cruzamento,Urbano,2014,4,0,1,1,2,0,2,3
83129697,2014-01-14,Terça,09:20:00,RN,101,110.0,PARNAMIRIM,Outras,Saída de Pista,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Rural,2014,2,0,1,0,1,0,1,1
83129785,2014-01-11,Sábado,03:00:00,RN,406,170.8,SAO GONCALO DO AMARANTE,Ingestão de álcool,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,2014,4,0,2,1,1,0,3,2
