id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,ano,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos
471931,01/01/2009,Quinta,21:00:00,RN,101,123.4,SAO JOSE DE MIPIBU,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2009,3,0,2,0,1,0,2,2
471957,01/01/2009,Quinta,14:10:00,RN,101,68.7,EXTREMOZ,Falta de atenção,Colisão Transversal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2009,2,0,0,0,2,0,0,2
472174,02/01/2009,Sexta,11:20:00,RN,101,84.3,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Reta,Urbano,2009,2,0,0,0,2,0,0,2
472282,02/01/2009,Sexta,16:05:00,RN,101,99.9,NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,2009,2,0,0,1,1,0,1,2
472350,02/01/2009,Sexta,13:45:00,RN,304,39.0,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2009,2,0,0,1,1,0,1,2
472408,02/01/2009,Sexta,21:00:00,RN,304,244.5,RIACHUELO,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Curva,Rural,2009,1,0,0,0,1,0,0,1
472735,02/01/2009,Sexta,19:20:00,RN,101,106.0,PARNAMIRIM,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Cruzamento,Urbano,2009,19,0,10,8,1,0,18,2
472798,03/01/2009,Sábado,18:40:00,RN,406,119.0,POCO BRANCO,Ingestão de álcool,Atropelamento de pessoa,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2009,2,1,0,1,0,0,1,1
472880,01/01/2009,Quinta,06:40:00,RN,101,107.0,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Urbano,2009,2,0,0,0,2,0,0,2
473018,04/01/2009,Domingo,13:00:00,RN,101,124.5,SAO JOSE DE MIPIBU,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2009,2,0,0,0,2,0,0,2
473077,04/01/2009,Domingo,12:30:00,RN,101,107.3,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Urbano,2009,3,0,1,0,2,0,1,2
473091,02/01/2009,Sexta,14:50:00,RN,101,110.9,PARNAMIRIM,Falta de atenção,Atropelamento de pessoa,Com Vítimas Fatais,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2009,2,1,0,0,1,0,0,1
473168,04/01/2009,Domingo,17:45:00,RN,304,33.5,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Urbano,2009,2,0,0,0,2,0,0,2
473171,04/01/2009,Domingo,18:10:00,RN,101,110.3,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Anoitecer,Decrescente,Ceu Claro,Simples,Reta,Urbano,2009,3,0,0,0,3,0,0,3
473178,04/01/2009,Domingo,15:00:00,RN,101,112.5,SAO JOSE DE MIPIBU,Outras,Atropelamento de pessoa,Com Vítimas Fatais,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2009,2,1,0,0,1,0,0,1
473196,04/01/2009,Domingo,16:50:00,RN,304,43.1,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2009,2,0,1,0,1,0,1,2
473204,04/01/2009,Domingo,17:00:00,RN,304,34.0,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2009,5,0,0,0,5,0,0,5
473498,02/01/2009,Sexta,06:35:00,RN,304,33.9,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2009,3,0,0,0,3,0,0,3
473532,02/01/2009,Sexta,07:10:00,RN,101,140.0,ARES,Defeito mecânico em veículo,Tombamento,Com Vítimas Feridas,Amanhecer,Decrescente,Ceu Claro,Simples,Reta,Rural,2009,2,0,1,1,0,0,2,1
473561,05/01/2009,Segunda,10:41:00,RN,101,96.1,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Cruzamento,Urbano,2009,2,0,0,0,2,0,0,2
473615,05/01/2009,Segunda,07:15:00,RN,226,78.8,TANGARA,Falta de atenção,Colisão frontal,Sem Vítimas,Amanhecer,Crescente,Ceu Claro,Simples,Reta,Urbano,2009,2,0,0,0,2,0,0,2
473716,05/01/2009,Segunda,11:30:00,RN,304,116.8,MOSSORO,Outras,Colisão Transversal,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,2009,2,0,0,0,2,0,0,2
473778,05/01/2009,Segunda,14:40:00,RN,101,99.9,PARNAMIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Múltipla,Cruzamento,Urbano,2009,2,0,0,0,2,0,0,2
473790,05/01/2009,Segunda,18:10:00,RN,405,37.2,GOVERNADOR DIX-SEPT ROSADO,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2009,2,0,1,1,0,0,2,1
